record_id,source_row,pbs_code,teamcenter_id,bom_id,item_description,system,nominal_load_kw,uncertainty_pct,sample_mean_kw,sample_p95_kw,sample_p99_kw,spearman_fw_load,spearman_overload,abs_spearman_fw_load,abs_spearman_overload
76,75,PBS_GROUP_0006,TC_000009,BOM_000058,ITEM_000076,FW,886.459,0.13,886.31616,972.0413696289062,992.9982586669922,0.9221938177641126,0.4712542741477333,0.9221938177641126,0.4712542741477333
439,438,PBS_GROUP_0017,TC_000372,BOM_000420,ITEM_000418,FW,692.2614918,0.08,692.3393,733.4183898925781,743.547573852539,0.8792455238937319,0.45478258208693906,0.8792455238937319,0.45478258208693906
84,83,PBS_GROUP_0009,TC_000017,BOM_000066,ITEM_000083,FW,111.398997,0.13,111.39499,122.119136428833,124.81668975830078,0.8522687231542732,0.44586433523726343,0.8522687231542732,0.44586433523726343
820,819,PBS_GROUP_SMALL,TC_000753,BOM_000800,ITEM_000788,CW,74.60922889999999,0.18,74.5845,84.5525650024414,87.0427635192871,0.8511582526413881,0.44485504808408144,0.8511582526413881,0.44485504808408144
1683,1682,PBS_GROUP_SMALL,TC_001616,BOM_001658,ITEM_001333,FW,100.13457,0.13,100.13811,109.78318519592285,112.18412292480468,0.8495268810968059,0.4428185778978659,0.8495268810968059,0.4428185778978659
1190,1189,PBS_GROUP_0034,TC_001123,BOM_001169,ITEM_001098,CW,83.136,0.14,83.12585,91.73339500427245,93.89556594848632,0.8479441283050199,0.4418011907659494,0.8479441283050199,0.4418011907659494
1025,1024,PBS_GROUP_SMALL,TC_000958,BOM_001004,ITEM_000984,CW,59.805,0.14,59.799335,66.0306884765625,67.57514442443848,0.8468415143094685,0.44239524592642215,0.8468415143094685,0.44239524592642215
1024,1023,PBS_GROUP_SMALL,TC_000957,BOM_001003,ITEM_000983,CW,64.127,0.14,64.12274,70.76281089782715,72.46759078979491,0.846531708159853,0.44278466794038424,0.846531708159853,0.44278466794038424
1201,1200,PBS_GROUP_0033,TC_001134,BOM_001177,ITEM_001109,FW,76.558,0.08,76.54887,81.08404808044433,82.22358200073242,0.846524700860433,0.442245219523611,0.846524700860433,0.442245219523611
62,61,PBS_GROUP_0001,,BOM_000044,ITEM_000062,CW,22.286,0.35,22.280254,28.052873229980467,29.506450405120844,0.8464734944677771,0.4414757953964045,0.8464734944677771,0.4414757953964045
64,63,PBS_GROUP_0001,,BOM_000046,ITEM_000064,CW,20.404,0.35,20.401428,25.702574825286863,27.0383044052124,0.8458790053537923,0.4416589198248493,0.8458790053537923,0.4416589198248493
25,24,PBS_GROUP_0001,,BOM_000025,ITEM_000025,CW,20.204,0.35,20.208437,25.46562891006469,26.766050510406494,0.8458329263557053,0.4407655232792464,0.8458329263557053,0.4407655232792464
66,65,PBS_GROUP_0001,,BOM_000048,ITEM_000066,CW,17.67,0.35,17.665386,22.23091917037964,23.382978172302245,0.8455231238712622,0.44309350491074867,0.8455231238712622,0.44309350491074867
94,93,PBS_GROUP_SMALL,TC_000027,BOM_000038,ITEM_000093,HVAC,18.278,0.35,18.276857,23.015173149108886,24.196573944091796,0.8450458445151902,0.44243292190725575,0.8450458445151902,0.44243292190725575
63,62,PBS_GROUP_0001,,BOM_000045,ITEM_000063,CW,18.7800696,0.35,18.777033,23.6425311088562,24.85436128616333,0.84498589227628,0.44107056032086983,0.84498589227628,0.44107056032086983
153,152,PBS_GROUP_SMALL,TC_000086,BOM_000134,ITEM_000132,HVAC,48.583,0.14,48.57933,53.614445114135734,54.89774936676025,0.8447708847008075,0.44171649760953235,0.8447708847008075,0.44171649760953235
1936,1935,PBS_GROUP_0021,TC_001869,BOM_001911,ITEM_000688,FW,13.109,0.13,13.109454,14.374928903579711,14.689883441925048,0.8441551058985759,0.4412941035116407,0.8441551058985759,0.4412941035116407
3,2,PBS_GROUP_0001,,BOM_000003,ITEM_000003,CW,9.368,0.35,9.364509,11.802826070785523,12.394476308822632,0.844060166971005,0.4400061832605486,0.844060166971005,0.4400061832605486
720,719,PBS_GROUP_SMALL,TC_000653,BOM_000700,ITEM_000697,FW,46.678736,0.13,46.674557,51.18494358062744,52.304603233337396,0.8437074503495684,0.44120937887137784,0.8437074503495684,0.44120937887137784
81,80,PBS_GROUP_0008,TC_000014,BOM_000063,ITEM_000081,CW,29.306,0.14,29.301193,32.35007934570312,33.109038238525386,0.8433514049704659,0.4417534875933732,0.8433514049704659,0.4417534875933732
117,116,PBS_GROUP_0002,TC_000050,BOM_000098,ITEM_000115,CW,10.626,0.18,10.623862,12.03506531715393,12.397401390075684,0.8433057409455467,0.43930822519485874,0.8433057409455467,0.43930822519485874
718,717,PBS_GROUP_SMALL,TC_000651,BOM_000698,ITEM_000695,HVAC,0.008,0.35,0.007998135,0.010074364999309181,0.010589579632505772,0.8431766400366172,0.4411550700193794,0.8431766400366172,0.4411550700193794
652,651,PBS_GROUP_0001,TC_000585,BOM_000633,ITEM_000631,HVAC,0.58,0.35,0.5799467,0.7302669048309326,0.7676623213291168,0.8430473560547642,0.4409013217435727,0.8430473560547642,0.4409013217435727
1700,1699,,TC_001633,BOM_001675,ITEM_001350,HVAC,0.118,0.35,0.117982395,0.14867258295416827,0.15627323403954504,0.8429713005524835,0.4395290794906856,0.8429713005524835,0.4395290794906856
58,57,PBS_GROUP_SMALL,,BOM_000040,ITEM_000058,CW,3.005072,0.35,3.004342,3.780521738529205,3.981038837432861,0.8429306214209082,0.43987072628120694,0.8429306214209082,0.43987072628120694
1041,1040,PBS_GROUP_SMALL,TC_000974,BOM_001020,ITEM_001000,CW,22.532853600000003,0.14,22.527798,24.866352653503416,25.46155698776245,0.8428921799764588,0.4416496319149978,0.8428921799764588,0.4416496319149978
115,114,PBS_GROUP_0002,TC_000048,BOM_000096,ITEM_000113,CW,9.3634542,0.18,9.359102,10.60977282524109,10.922045402526855,0.8428624633950283,0.43978468837746404,0.8428624633950283,0.43978468837746404
1049,1048,PBS_GROUP_SMALL,TC_000982,BOM_001028,ITEM_001008,CW,0.259,0.14,0.2589516,0.2859011381864548,0.2926494067907333,0.8428139770739084,0.44111251576707466,0.8428139770739084,0.44111251576707466
2,1,PBS_GROUP_0001,,BOM_000002,ITEM_000002,CW,9.668,0.35,9.668624,12.173225688934325,12.803279123306273,0.8428071162598965,0.44050621557699693,0.8428071162598965,0.44050621557699693
7,6,PBS_GROUP_0001,,BOM_000007,ITEM_000007,CW,1.8017594,0.35,1.8013496,2.267344272136688,2.385455930233001,0.8427451646513952,0.441485757195693,0.8427451646513952,0.441485757195693
1536,1535,PBS_GROUP_0039,TC_001469,BOM_001512,ITEM_001186,CW,2.5717105000000005,0.14,2.5709896,2.8373137593269346,2.90492299079895,0.8427381934387668,0.4409109505361062,0.8427381934387668,0.4409109505361062
895,894,PBS_GROUP_0030,TC_000828,BOM_000875,ITEM_000861,HVAC,0.036,0.35,0.03600195,0.04532801527529954,0.04764258906245231,0.8427194602715478,0.4380819660178097,0.8427194602715478,0.4380819660178097
2166,2165,,,BOM_002049,ITEM_001538,HVAC,0.187,0.35,0.18694094,0.23558631464838978,0.24773873686790462,0.842705512534005,0.44139243669648465,0.842705512534005,0.44139243669648465
105,104,PBS_GROUP_SMALL,TC_000038,BOM_000086,ITEM_000104,HVAC,0.159,0.14,0.15899605,0.17556927800178523,0.1796741758286953,0.8426478458420588,0.43939049404931263,0.8426478458420588,0.43939049404931263
116,115,PBS_GROUP_0002,TC_000049,BOM_000097,ITEM_000114,HVAC,4.234,0.18,4.2327747,4.797920894622803,4.937860307693481,0.8426462956439391,0.4406358721539346,0.8426462956439391,0.4406358721539346
728,727,PBS_GROUP_0022,TC_000661,BOM_000708,ITEM_000701,HVAC,1.309,0.14,1.3090221,1.4450155496597288,1.4788781666755677,0.842630160469138,0.44125566948165246,0.842630160469138,0.44125566948165246
901,900,PBS_GROUP_SMALL,TC_000834,BOM_000881,ITEM_000867,HVAC,0.158,0.35,0.15799433,0.19901358857750892,0.20925933882594108,0.8426187047246876,0.44118548338733155,0.8426187047246876,0.44118548338733155
96,95,PBS_GROUP_SMALL,TC_000029,BOM_000077,ITEM_000095,HVAC,12.5291186,0.14,12.52804,13.826108360290526,14.153266477584838,0.8426034716841588,0.438725763575212,0.8426034716841588,0.438725763575212
875,874,PBS_GROUP_0029,TC_000808,BOM_000855,ITEM_000841,CW,0.0011911675599999,0.35,0.0011907752,0.001501026516780257,0.0015778217033948748,0.8426002088386865,0.4396234601682529,0.8426002088386865,0.4396234601682529
2202,2201,,,BOM_002085,ITEM_001574,HVAC,0.043,0.35,0.043007344,0.054177813790738556,0.056965901851654045,0.8425803591819224,0.44029379002909363,0.8425803591819224,0.44029379002909363
647,646,PBS_GROUP_0001,TC_000580,BOM_000628,ITEM_000626,HVAC,0.2,0.35,0.2000095,0.25210250467061995,0.2650872111320495,0.8425468591423724,0.4383502104582644,0.8425468591423724,0.4383502104582644
1697,1696,,TC_001630,BOM_001672,ITEM_001347,HVAC,1.86,0.35,1.8596296,2.340631330013275,2.463272829055786,0.8425063931755843,0.43997683975804225,0.8425063931755843,0.43997683975804225
972,971,PBS_GROUP_0002,TC_000905,BOM_000095,ITEM_000935,HVAC,7.451,0.18,7.451196,8.445749711990356,8.693831815719605,0.8425056183519564,0.43953581655695445,0.8425056183519564,0.43953581655695445
2324,2323,,,BOM_002150,ITEM_001670,HVAC,0.079,0.35,0.07900027,0.0995118424296379,0.10472442477941513,0.8425052610840735,0.44007579960572146,0.8425052610840735,0.44007579960572146
69,68,PBS_GROUP_SMALL,TC_000002,BOM_000051,ITEM_000069,HVAC,0.552,0.14,0.5519921,0.6092635810375213,0.6237794774770736,0.8425017726304026,0.439493766660914,0.8425017726304026,0.439493766660914
712,711,PBS_GROUP_0022,TC_000645,BOM_000693,ITEM_000689,FW,13.784877600000002,0.13,13.7839,15.118092393875122,15.443839406967163,0.8424911973588303,0.4399175454679151,0.8424911973588303,0.4399175454679151
640,639,PBS_GROUP_0001,TC_000573,BOM_000621,ITEM_000619,HVAC,2.042,0.35,2.0419219,2.574151325225829,2.704137730598449,0.8424690881898079,0.4404776452599616,0.8424690881898079,0.4404776452599616
65,64,PBS_GROUP_0001,,BOM_000047,ITEM_000065,CW,8.33946,0.35,8.336987,10.496692562103272,11.032654085159301,0.8424042349902857,0.4404453531182315,0.8424042349902857,0.4404453531182315
108,107,PBS_GROUP_SMALL,TC_000041,BOM_000089,ITEM_000107,HVAC,0.258,0.14,0.2579465,0.2848896116018295,0.29140939384698866,0.8423857919458024,0.4408318482910193,0.8423857919458024,0.4408318482910193
1021,1020,PBS_GROUP_SMALL,TC_000954,BOM_001000,ITEM_000980,HVAC,0.015,0.14,0.0149981,0.016556899528950453,0.016941622793674466,0.8423551745770034,0.44003200413903854,0.8423551745770034,0.44003200413903854
904,903,,TC_000837,BOM_000884,ITEM_000870,CW,3.09674,0.35,3.0958028,3.9027120471000667,4.102526273727417,0.842347413734886,0.43985767658430225,0.842347413734886,0.43985767658430225
2176,2175,,,BOM_002059,ITEM_001548,HVAC,0.149,0.35,0.14893626,0.18783289864659306,0.19741156727075573,0.8423464295964882,0.44086853008906196,0.8423464295964882,0.44086853008906196
667,666,PBS_GROUP_0001,TC_000600,BOM_000648,ITEM_000646,HVAC,0.494,0.35,0.4938576,0.6221335500478744,0.6542336338758468,0.8423081076058271,0.43898753432852,0.8423081076058271,0.43898753432852
55,54,PBS_GROUP_SMALL,,BOM_000037,ITEM_000055,CW,6.126,0.35,6.12651,7.71760230064392,8.10630380630493,0.8422885445698166,0.43952263062871555,0.8422885445698166,0.43952263062871555
1535,1534,PBS_GROUP_0039,TC_001468,BOM_001511,ITEM_001185,CW,2.5,0.14,2.499792,2.7590661883354186,2.8234469366073607,0.8422719391985886,0.43881122628429714,0.8422719391985886,0.43881122628429714
643,642,PBS_GROUP_0001,TC_000576,BOM_000624,ITEM_000622,HVAC,2.0661104,0.35,2.0654,2.6000096678733815,2.7358847737312315,0.8422613265661988,0.4412130952453726,0.8422613265661988,0.4412130952453726
691,690,PBS_GROUP_0018,TC_000624,BOM_000672,ITEM_000670,HVAC,0.53,0.35,0.5302503,0.6683503955602644,0.7024808913469315,0.8422497384977923,0.4400034271606534,0.8422497384977923,0.4400034271606534
1282,1281,PBS_GROUP_SMALL,TC_001215,BOM_001258,ITEM_001134,FW,28.30659316904,0.08,28.30391,29.980705070495606,30.404870376586913,0.8422346791111878,0.4398530992331171,0.8422346791111878,0.4398530992331171
709,708,PBS_GROUP_0021,TC_000642,BOM_000690,ITEM_000688,FW,8.5341963,0.13,8.53378,9.359099006652832,9.560808343887329,0.8422308292825148,0.44149647522974994,0.8422308292825148,0.44149647522974994
728,727,PBS_GROUP_0022,TC_000661,BOM_000708,ITEM_000701,FW,12.379,0.13,12.37865,13.568722248077393,13.871201572418213,0.8422043867720577,0.43880358706780115,0.8422043867720577,0.43880358706780115
809,808,PBS_GROUP_SMALL,TC_000742,BOM_000789,ITEM_000777,HVAC,0.338,0.35,0.33788857,0.42570416927337634,0.44744448810815807,0.8422032557408105,0.43902701279470624,0.8422032557408105,0.43902701279470624
9,8,PBS_GROUP_0001,,BOM_000009,ITEM_000009,CW,3.6475272,0.35,3.6466024,4.593941450119018,4.831586337089538,0.842195256884828,0.4409296601654583,0.842195256884828,0.4409296601654583
1547,1546,PBS_GROUP_0039,TC_001480,BOM_001523,ITEM_001197,CW,2.205,0.14,2.2047837,2.433465039730072,2.490969994068146,0.8421739004443123,0.43958786276724465,0.8421739004443123,0.43958786276724465
1555,1554,PBS_GROUP_0039,TC_001488,BOM_001531,ITEM_001205,CW,0.7220386000000001,0.14,0.72195977,0.7969242364168166,0.815587022304535,0.842171641615224,0.44086104345270355,0.842171641615224,0.44086104345270355
2062,2061,PBS_GROUP_0001,,BOM_000646,ITEM_001436,HVAC,0.279,0.35,0.27881452,0.35147337019443503,0.36950223416090006,0.8421528175895728,0.43838311533599095,0.8421528175895728,0.43838311533599095
662,661,PBS_GROUP_0001,TC_000595,BOM_000643,ITEM_000641,HVAC,0.487,0.35,0.48680672,0.6132036775350571,0.6447341388463974,0.8421505030776505,0.440896299974554,0.8421505030776505,0.440896299974554
663,662,PBS_GROUP_0001,TC_000596,BOM_000644,ITEM_000642,HVAC,0.548,0.35,0.5479269,0.6900206118822096,0.7255525660514831,0.8421206067854712,0.4396483128989689,0.8421206067854712,0.4396483128989689
661,660,PBS_GROUP_0001,TC_000594,BOM_000642,ITEM_000640,HVAC,0.602,0.35,0.60170865,0.758248627185821,0.7968518060445785,0.8421196538015892,0.4407152492814026,0.8421196538015892,0.4407152492814026
2283,2282,PBS_GROUP_SMALL,,BOM_002111,ITEM_001631,HVAC,0.114,0.35,0.11393064,0.14361180737614632,0.1509597885608673,0.8420849491053396,0.4401879883692708,0.8420849491053396,0.4401879883692708
638,637,PBS_GROUP_0001,TC_000571,BOM_000619,ITEM_000617,HVAC,2.294,0.35,2.2946808,2.890925371646881,3.038492248058319,0.8420839826705186,0.43995394753951966,0.8420839826705186,0.43995394753951966
1696,1695,,TC_001629,BOM_001671,ITEM_001346,HVAC,1.373,0.35,1.3724214,1.7296466231346128,1.8170940124988555,0.8420828724933842,0.4394775249235343,0.8420828724933842,0.4394775249235343
2406,2405,,,BOM_002116,ITEM_000028,HVAC,0.689,0.35,0.6890828,0.8680475175380705,0.9122358906269072,0.8420824343310847,0.43995648264274406,0.8420824343310847,0.43995648264274406
24,23,PBS_GROUP_0001,,BOM_000024,ITEM_000024,CW,3.875,0.35,3.8734381,4.877978014945982,5.131661520004271,0.8420732831760173,0.43821417404434576,0.8420732831760173,0.43821417404434576
2340,2339,,,BOM_002166,ITEM_001686,HVAC,0.093,0.35,0.09297623,0.1171196863055229,0.12314548581838607,0.8420635205160582,0.4406251771289185,0.8420635205160582,0.4406251771289185
2330,2329,,,BOM_002156,ITEM_001676,HVAC,0.105,0.35,0.10495832,0.13217747136950492,0.13903415292501448,0.8420530639675557,0.4403257782247295,0.8420530639675557,0.4403257782247295
2165,2164,,,BOM_002048,ITEM_001537,HVAC,0.143,0.35,0.14303613,0.1801764644682407,0.18949865177273748,0.8420301326098582,0.4400300030592576,0.8420301326098582,0.4400300030592576
22,21,PBS_GROUP_0001,,BOM_000022,ITEM_000022,CW,3.8273566,0.35,3.8257806,4.817969679832458,5.068029732704162,0.8420079207623841,0.440249017332485,0.8420079207623841,0.440249017332485
735,734,PBS_GROUP_0022,TC_000668,BOM_000715,ITEM_000702,HVAC,1.2349373,0.14,1.2349566,1.3629033744335175,1.3955459094047546,0.8420073974092309,0.4404394715835935,0.8420073974092309,0.4404394715835935
687,686,PBS_GROUP_0018,TC_000620,BOM_000668,ITEM_000666,HVAC,0.55,0.35,0.5496966,0.6921636849641799,0.7279321342706679,0.8420047666914271,0.440155942048702,0.8420047666914271,0.440155942048702
2293,2292,,,BOM_002114,ITEM_000026,HVAC,2.156,0.35,2.1559002,2.717431831359863,2.856527099609375,0.841994751943514,0.43983113398679446,0.841994751943514,0.43983113398679446
725,724,PBS_GROUP_0022,TC_000658,BOM_000705,ITEM_000700,FW,13.887,0.13,13.88805,15.22611141204834,15.56464765548706,0.8419856387136541,0.4409436120138802,0.8419856387136541,0.4409436120138802
111,110,PBS_GROUP_SMALL,TC_000044,BOM_000092,ITEM_000110,HVAC,0.1200512,0.14,0.12004465,0.13250324577093125,0.13563434585928916,0.8419772810827187,0.4389403076627109,0.8419772810827187,0.4389403076627109
2154,2153,,,BOM_002037,ITEM_001526,HVAC,0.275,0.35,0.27493602,0.3461798325181007,0.36427423566579814,0.8419754634996226,0.43972690291647554,0.8419754634996226,0.43972690291647554
637,636,PBS_GROUP_0001,TC_000570,BOM_000618,ITEM_000616,HVAC,2.02,0.35,2.0198991,2.545911359786987,2.676423342227936,0.8419674521283099,0.4402271756044712,0.8419674521283099,0.4402271756044712
2190,2189,,,BOM_002073,ITEM_001562,HVAC,0.266,0.35,0.26600516,0.3351552933454513,0.3524778977036476,0.841963982494634,0.4380215740092323,0.841963982494634,0.4380215740092323
692,691,PBS_GROUP_0019,TC_000625,BOM_000673,ITEM_000671,HVAC,0.091,0.35,0.090992644,0.11455525346100329,0.1205323915928602,0.8419375395191148,0.4396812256474514,0.8419375395191148,0.4396812256474514
2289,2288,PBS_GROUP_SMALL,,BOM_002116,ITEM_001636,HVAC,0.172,0.35,0.17198335,0.21659163087606426,0.22781571254134178,0.8419365166465079,0.4399998621526154,0.8419365166465079,0.4399998621526154
683,682,PBS_GROUP_0018,TC_000616,BOM_000664,ITEM_000662,HVAC,0.384,0.35,0.38387632,0.4836458846926689,0.5084368073940277,0.8419362697868781,0.4411003809334874,0.8419362697868781,0.4411003809334874
2302,2301,,,BOM_002128,ITEM_001648,HVAC,0.05,0.35,0.049977798,0.06294662058353423,0.0662682469934225,0.8419244762937842,0.4399452590434936,0.8419244762937842,0.4399452590434936
2296,2295,,,BOM_002122,ITEM_001642,HVAC,0.012,0.35,0.011995254,0.015122634125873446,0.015890002232044936,0.8419024409878634,0.441067991916579,0.8419024409878634,0.441067991916579
1701,1700,PBS_GROUP_SMALL,TC_001634,BOM_001676,ITEM_001351,HVAC,0.128,0.14,0.12800656,0.14129080027341842,0.14459530159831044,0.8418989400794955,0.4389734444358612,0.8418989400794955,0.4389734444358612
875,874,PBS_GROUP_0029,TC_000808,BOM_000855,ITEM_000841,HVAC,0.46,0.35,0.45998713,0.5794013231992722,0.6094007813930511,0.8418886977545367,0.4405581055743727,0.8418886977545367,0.4405581055743727
2286,2285,,,BOM_002114,ITEM_000025,HVAC,2.261,0.35,2.2612543,2.8487227916717517,2.9943302822113034,0.8418773874202038,0.4401184022976789,0.8418773874202038,0.4401184022976789
893,892,PBS_GROUP_0030,TC_000826,BOM_000873,ITEM_000859,HVAC,0.898,0.35,0.89766806,1.1312601685523986,1.1891001284122467,0.8418641399600212,0.43840259028112805,0.8418641399600212,0.43840259028112805
881,880,PBS_GROUP_0029,TC_000814,BOM_000861,ITEM_000847,HVAC,0.372,0.35,0.37183964,0.46826924979686735,0.49218983918428416,0.8418476249810309,0.43904166638171227,0.8418476249810309,0.43904166638171227
783,782,PBS_GROUP_0025,TC_000716,BOM_000763,ITEM_000751,HVAC,0.27,0.14,0.26998523,0.2980845808982849,0.30502552777528763,0.8418388617998462,0.43907775785037484,0.8418388617998462,0.43907775785037484
2314,2313,,,BOM_002140,ITEM_001660,HVAC,0.091,0.35,0.091022335,0.11464821435511112,0.12044746145606039,0.8418267601936703,0.43925593013667674,0.8418267601936703,0.43925593013667674
782,781,PBS_GROUP_0025,TC_000715,BOM_000762,ITEM_000751,HVAC,0.098,0.14,0.09798124,0.1081568509340286,0.110675875172019,0.841825095953114,0.43960770099393187,0.841825095953114,0.43960770099393187
1691,1690,PBS_GROUP_SMALL,TC_001624,BOM_001666,ITEM_001341,HVAC,1.343,0.35,1.342327,1.6916978895664212,1.7783732771873473,0.8418229260901934,0.4391130464615214,0.8418229260901934,0.4391130464615214
2284,2283,,,BOM_002112,ITEM_001632,HVAC,0.29,0.35,0.28997076,0.36556610763072933,0.3837893232703209,0.8418110254473623,0.440099244013126,0.8418110254473623,0.440099244013126
1549,1548,PBS_GROUP_0039,TC_001482,BOM_001525,ITEM_001199,CW,0.92235257156,0.14,0.92233956,1.018225407600403,1.042038711309433,0.8418018358355023,0.44016154204234315,0.8418018358355023,0.44016154204234315
721,720,PBS_GROUP_0022,TC_000654,BOM_000701,ITEM_000698,HVAC,1.447,0.14,1.4470953,1.5974617898464203,1.634846578836441,0.8417979493239204,0.43942012757167753,0.8417979493239204,0.43942012757167753
1934,1933,PBS_GROUP_0021,TC_001867,BOM_001909,ITEM_000687,FW,0.6169267,0.13,0.6169962,0.6764024645090103,0.6910241770744323,0.8417882039205911,0.44015997871984713,0.8417882039205911,0.44015997871984713
659,658,PBS_GROUP_0001,TC_000592,BOM_000640,ITEM_000638,HVAC,0.508,0.35,0.50806135,0.6403873324394226,0.6724051785469054,0.8417843672048343,0.4401624375316497,0.8417843672048343,0.4401624375316497
4,3,PBS_GROUP_0001,,BOM_000004,ITEM_000004,CW,1.500141,0.35,1.5001792,1.8890083611011501,1.9861495244503014,0.8417826051602284,0.4400261001988745,0.8417826051602284,0.4400261001988745
30,29,,,BOM_000027,ITEM_000030,CW,0.0414621,0.35,0.041456636,0.05220211092382669,0.05492834433913231,0.8417785451784063,0.44114610058545906,0.8417785451784063,0.44114610058545906
2071,2070,PBS_GROUP_0001,,BOM_000646,ITEM_001444,HVAC,0.38,0.35,0.38001603,0.4785903841257095,0.5033089816570282,0.8417706789286845,0.4392530160091662,0.8417706789286845,0.4392530160091662
2368,2367,,,BOM_002194,ITEM_001705,HVAC,1.392,0.35,1.3919214,1.751479864120483,1.8433877074718472,0.8417657760766276,0.4373968360458313,0.8417657760766276,0.4373968360458313
