record_id,source_row,pbs_code,teamcenter_id,bom_id,item_description,system,nominal_load_kw,uncertainty_pct,sample_mean_kw,sample_p95_kw,sample_p99_kw,spearman_fw_load,spearman_overload,abs_spearman_fw_load,abs_spearman_overload
52,51,PBS_GROUP_0004,,BOM_000034,ITEM_000052,CW,4.629,0.35,4.6275663,5.824467945098876,6.126924915313721,0.8417319841799605,0.4407780686194788,0.8417319841799605,0.4407780686194788
898,897,PBS_GROUP_0030,TC_000831,BOM_000878,ITEM_000864,HVAC,0.075,0.35,0.07499435,0.0944838888943195,0.09930451571941376,0.8417204616805453,0.4408273496464154,0.8417204616805453,0.4408273496464154
734,733,PBS_GROUP_0022,TC_000667,BOM_000714,ITEM_000703,FW,14.284,0.13,14.279628,15.655712842941284,16.003007926940917,0.841710716769282,0.4401533355009182,0.841710716769282,0.4401533355009182
2207,2206,,,BOM_002090,ITEM_001579,HVAC,0.174,0.35,0.17393777,0.21900364682078358,0.2302216759324074,0.8417085716171717,0.44074359799633395,0.8417085716171717,0.44074359799633395
1710,1709,PBS_GROUP_0031,TC_001643,BOM_001685,ITEM_001359,HVAC,0.296,0.14,0.2960075,0.3266536250710487,0.33440941721200934,0.8417017511061162,0.43940293464328556,0.8417017511061162,0.43940293464328556
686,685,PBS_GROUP_0018,TC_000619,BOM_000667,ITEM_000665,HVAC,0.518,0.35,0.5179725,0.6526213675737375,0.6862361812591553,0.8416994802525504,0.4387723557083396,0.8416994802525504,0.4387723557083396
1682,1681,PBS_GROUP_SMALL,TC_001615,BOM_001657,ITEM_001332,FW,8.4126172,0.13,8.412396,9.22585620880127,9.423806447982788,0.8416885939705689,0.44195597858920227,0.8416885939705689,0.44195597858920227
1938,1937,PBS_GROUP_0021,TC_001871,BOM_001913,ITEM_000688,HVAC,1.683,0.14,1.6831368,1.8576193630695343,1.90065962433815,0.8416711601070714,0.43829693090805866,0.8416711601070714,0.43829693090805866
891,890,PBS_GROUP_0029,TC_000824,BOM_000871,ITEM_000857,HVAC,0.6859649999999999,0.35,0.6857251,0.8634657889604567,0.9083010172843933,0.8416709580040361,0.44010360521411673,0.8416709580040361,0.44010360521411673
2367,2366,,,BOM_002193,ITEM_001704,HVAC,1.259,0.35,1.2589107,1.5864219963550568,1.6666519939899442,0.8416582783212477,0.4400352936569136,0.8416582783212477,0.4400352936569136
89,88,PBS_GROUP_SMALL,TC_000022,BOM_000071,ITEM_000088,FW,14.565156299999998,0.06,14.564327,15.21061177253723,15.372660732269287,0.8416581657101943,0.43866901347157333,0.8416581657101943,0.43866901347157333
2336,2335,,,BOM_002162,ITEM_001682,HVAC,0.065,0.35,0.064983554,0.08186136111617087,0.0860685248672962,0.8416566948239063,0.4402504450309409,0.8416566948239063,0.4402504450309409
1131,1130,PBS_GROUP_0018,TC_001064,BOM_001110,ITEM_001044,HVAC,0.552,0.35,0.55196327,0.6955026924610137,0.7313721829652786,0.8416495603637514,0.4411648404903355,0.8416495603637514,0.4411648404903355
689,688,PBS_GROUP_0018,TC_000622,BOM_000670,ITEM_000668,HVAC,0.461,0.35,0.46083495,0.5805574446916579,0.6103011095523834,0.8416476531173638,0.43912023399680983,0.8416476531173638,0.43912023399680983
1686,1685,PBS_GROUP_SMALL,TC_001619,BOM_001661,ITEM_001336,FW,1.0190089,0.13,1.0189676,1.1173433244228363,1.141780606508255,0.8416473972341666,0.4387236111298456,0.8416473972341666,0.4387236111298456
904,903,,TC_000837,BOM_000884,ITEM_000870,HVAC,0.126,0.35,0.12596145,0.1587198756635189,0.16697619274258613,0.8416466411525738,0.43927591488798234,0.8416466411525738,0.43927591488798234
710,709,PBS_GROUP_0022,TC_000643,BOM_000691,ITEM_000689,FW,11.333,0.13,11.332814,12.426067447662353,12.694481029510497,0.8416382046356526,0.4396241818900718,0.8416382046356526,0.4396241818900718
2298,2297,,,BOM_002124,ITEM_001644,HVAC,0.0105215,0.35,0.010515719,0.013248980371281504,0.013925118409097194,0.8416243548709439,0.4399465801794079,0.8416243548709439,0.4399465801794079
674,673,PBS_GROUP_0004,TC_000607,BOM_000655,ITEM_000653,CW,5.578,0.35,5.576854,7.02652564048767,7.387171549797058,0.8416205397955995,0.43984263307455934,0.8416205397955995,0.43984263307455934
795,794,PBS_GROUP_SMALL,TC_000728,BOM_000775,ITEM_000763,HVAC,0.106,0.35,0.10596268,0.13360827714204787,0.14046139076352118,0.8416161149317052,0.4407222557810019,0.8416161149317052,0.4407222557810019
1049,1048,PBS_GROUP_SMALL,TC_000982,BOM_001028,ITEM_001008,HVAC,0.223,0.14,0.22296752,0.24609711021184918,0.25186665296554567,0.8416156965124684,0.4397276004188461,0.8416156965124684,0.4397276004188461
1708,1707,PBS_GROUP_SMALL,TC_001641,BOM_001683,ITEM_001357,HVAC,0.023,0.14,0.02300106,0.025390757434070106,0.025974538531154393,0.8416080898626672,0.4394725152653639,0.8416080898626672,0.4394725152653639
