record_id,source_row,pbs_code,teamcenter_id,bom_id,item_description,system,scenario,margin_case,nominal_load_kw,uncertainty_pct,triangular_lower_kw,triangular_mode_kw,triangular_upper_kw,truncnorm_lower_kw,truncnorm_mean_kw,truncnorm_upper_kw,truncnorm_sigma_kw,is_degenerate
1440,1439,PBS_GROUP_0038,TC_001373,BOM_001416,ITEM_001152,HVAC,Scenario Alpha,Case A - CUM,0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.0,True
1440,1439,PBS_GROUP_0038,TC_001373,BOM_001416,ITEM_001152,HVAC,Scenario Alpha,Case B - CMM + CUM,0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.0,True
1440,1439,PBS_GROUP_0038,TC_001373,BOM_001416,ITEM_001152,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.0,True
1440,1439,PBS_GROUP_0038,TC_001373,BOM_001416,ITEM_001152,HVAC,Scenario Bravo,Case A - CUM,0.019534,0.0,0.019534,0.019534,0.019534,0.019534,0.019534,0.019534,0.0,True
1440,1439,PBS_GROUP_0038,TC_001373,BOM_001416,ITEM_001152,HVAC,Scenario Bravo,Case B - CMM + CUM,0.019534,0.0,0.019534,0.019534,0.019534,0.019534,0.019534,0.019534,0.0,True
1440,1439,PBS_GROUP_0038,TC_001373,BOM_001416,ITEM_001152,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.019534,0.0,0.019534,0.019534,0.019534,0.019534,0.019534,0.019534,0.0,True
1441,1440,PBS_GROUP_0038,TC_001374,BOM_001417,ITEM_001153,HVAC,Scenario Alpha,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1441,1440,PBS_GROUP_0038,TC_001374,BOM_001417,ITEM_001153,HVAC,Scenario Alpha,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1441,1440,PBS_GROUP_0038,TC_001374,BOM_001417,ITEM_001153,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1441,1440,PBS_GROUP_0038,TC_001374,BOM_001417,ITEM_001153,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1441,1440,PBS_GROUP_0038,TC_001374,BOM_001417,ITEM_001153,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1441,1440,PBS_GROUP_0038,TC_001374,BOM_001417,ITEM_001153,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1442,1441,PBS_GROUP_0038,TC_001375,BOM_001418,ITEM_001153,HVAC,Scenario Alpha,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1442,1441,PBS_GROUP_0038,TC_001375,BOM_001418,ITEM_001153,HVAC,Scenario Alpha,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1442,1441,PBS_GROUP_0038,TC_001375,BOM_001418,ITEM_001153,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1442,1441,PBS_GROUP_0038,TC_001375,BOM_001418,ITEM_001153,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1442,1441,PBS_GROUP_0038,TC_001375,BOM_001418,ITEM_001153,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1442,1441,PBS_GROUP_0038,TC_001375,BOM_001418,ITEM_001153,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1443,1442,PBS_GROUP_0038,TC_001376,BOM_001419,ITEM_001154,HVAC,Scenario Alpha,Case A - CUM,0.127,0.0,0.127,0.127,0.127,0.127,0.127,0.127,0.0,True
1443,1442,PBS_GROUP_0038,TC_001376,BOM_001419,ITEM_001154,HVAC,Scenario Alpha,Case B - CMM + CUM,0.127,0.0,0.127,0.127,0.127,0.127,0.127,0.127,0.0,True
1443,1442,PBS_GROUP_0038,TC_001376,BOM_001419,ITEM_001154,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.127,0.0,0.127,0.127,0.127,0.127,0.127,0.127,0.0,True
1443,1442,PBS_GROUP_0038,TC_001376,BOM_001419,ITEM_001154,HVAC,Scenario Bravo,Case A - CUM,0.127,0.0,0.127,0.127,0.127,0.127,0.127,0.127,0.0,True
1443,1442,PBS_GROUP_0038,TC_001376,BOM_001419,ITEM_001154,HVAC,Scenario Bravo,Case B - CMM + CUM,0.127,0.0,0.127,0.127,0.127,0.127,0.127,0.127,0.0,True
1443,1442,PBS_GROUP_0038,TC_001376,BOM_001419,ITEM_001154,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.127,0.0,0.127,0.127,0.127,0.127,0.127,0.127,0.0,True
1444,1443,PBS_GROUP_0038,TC_001377,BOM_001420,ITEM_001154,HVAC,Scenario Alpha,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1444,1443,PBS_GROUP_0038,TC_001377,BOM_001420,ITEM_001154,HVAC,Scenario Alpha,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1444,1443,PBS_GROUP_0038,TC_001377,BOM_001420,ITEM_001154,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1444,1443,PBS_GROUP_0038,TC_001377,BOM_001420,ITEM_001154,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1444,1443,PBS_GROUP_0038,TC_001377,BOM_001420,ITEM_001154,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1444,1443,PBS_GROUP_0038,TC_001377,BOM_001420,ITEM_001154,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1445,1444,PBS_GROUP_0038,TC_001378,BOM_001421,ITEM_001154,HVAC,Scenario Alpha,Case A - CUM,0.0980001,0.0,0.0980001,0.0980001,0.0980001,0.0980001,0.0980001,0.0980001,0.0,True
1445,1444,PBS_GROUP_0038,TC_001378,BOM_001421,ITEM_001154,HVAC,Scenario Alpha,Case B - CMM + CUM,0.0980001,0.0,0.0980001,0.0980001,0.0980001,0.0980001,0.0980001,0.0980001,0.0,True
1445,1444,PBS_GROUP_0038,TC_001378,BOM_001421,ITEM_001154,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.0980001,0.0,0.0980001,0.0980001,0.0980001,0.0980001,0.0980001,0.0980001,0.0,True
1445,1444,PBS_GROUP_0038,TC_001378,BOM_001421,ITEM_001154,HVAC,Scenario Bravo,Case A - CUM,0.099,0.0,0.099,0.099,0.099,0.099,0.099,0.099,0.0,True
1445,1444,PBS_GROUP_0038,TC_001378,BOM_001421,ITEM_001154,HVAC,Scenario Bravo,Case B - CMM + CUM,0.099,0.0,0.099,0.099,0.099,0.099,0.099,0.099,0.0,True
1445,1444,PBS_GROUP_0038,TC_001378,BOM_001421,ITEM_001154,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.099,0.0,0.099,0.099,0.099,0.099,0.099,0.099,0.0,True
1446,1445,PBS_GROUP_0038,TC_001379,BOM_001422,ITEM_001154,HVAC,Scenario Alpha,Case A - CUM,0.031,0.0,0.031,0.031,0.031,0.031,0.031,0.031,0.0,True
1446,1445,PBS_GROUP_0038,TC_001379,BOM_001422,ITEM_001154,HVAC,Scenario Alpha,Case B - CMM + CUM,0.031,0.0,0.031,0.031,0.031,0.031,0.031,0.031,0.0,True
1446,1445,PBS_GROUP_0038,TC_001379,BOM_001422,ITEM_001154,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.031,0.0,0.031,0.031,0.031,0.031,0.031,0.031,0.0,True
1446,1445,PBS_GROUP_0038,TC_001379,BOM_001422,ITEM_001154,HVAC,Scenario Bravo,Case A - CUM,0.031,0.0,0.031,0.031,0.031,0.031,0.031,0.031,0.0,True
1446,1445,PBS_GROUP_0038,TC_001379,BOM_001422,ITEM_001154,HVAC,Scenario Bravo,Case B - CMM + CUM,0.031,0.0,0.031,0.031,0.031,0.031,0.031,0.031,0.0,True
1446,1445,PBS_GROUP_0038,TC_001379,BOM_001422,ITEM_001154,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.031,0.0,0.031,0.031,0.031,0.031,0.031,0.031,0.0,True
1447,1446,PBS_GROUP_0038,TC_001380,BOM_001423,ITEM_001154,HVAC,Scenario Alpha,Case A - CUM,0.006,0.0,0.006,0.006,0.006,0.006,0.006,0.006,0.0,True
1447,1446,PBS_GROUP_0038,TC_001380,BOM_001423,ITEM_001154,HVAC,Scenario Alpha,Case B - CMM + CUM,0.006,0.0,0.006,0.006,0.006,0.006,0.006,0.006,0.0,True
1447,1446,PBS_GROUP_0038,TC_001380,BOM_001423,ITEM_001154,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.006,0.0,0.006,0.006,0.006,0.006,0.006,0.006,0.0,True
1447,1446,PBS_GROUP_0038,TC_001380,BOM_001423,ITEM_001154,HVAC,Scenario Bravo,Case A - CUM,0.006,0.0,0.006,0.006,0.006,0.006,0.006,0.006,0.0,True
1447,1446,PBS_GROUP_0038,TC_001380,BOM_001423,ITEM_001154,HVAC,Scenario Bravo,Case B - CMM + CUM,0.006,0.0,0.006,0.006,0.006,0.006,0.006,0.006,0.0,True
1447,1446,PBS_GROUP_0038,TC_001380,BOM_001423,ITEM_001154,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.006,0.0,0.006,0.006,0.006,0.006,0.006,0.006,0.0,True
1448,1447,PBS_GROUP_0038,TC_001381,BOM_001424,ITEM_001154,HVAC,Scenario Alpha,Case A - CUM,0.058,0.0,0.058,0.058,0.058,0.058,0.058,0.058,0.0,True
1448,1447,PBS_GROUP_0038,TC_001381,BOM_001424,ITEM_001154,HVAC,Scenario Alpha,Case B - CMM + CUM,0.058,0.0,0.058,0.058,0.058,0.058,0.058,0.058,0.0,True
1448,1447,PBS_GROUP_0038,TC_001381,BOM_001424,ITEM_001154,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.058,0.0,0.058,0.058,0.058,0.058,0.058,0.058,0.0,True
1448,1447,PBS_GROUP_0038,TC_001381,BOM_001424,ITEM_001154,HVAC,Scenario Bravo,Case A - CUM,0.058,0.0,0.058,0.058,0.058,0.058,0.058,0.058,0.0,True
1448,1447,PBS_GROUP_0038,TC_001381,BOM_001424,ITEM_001154,HVAC,Scenario Bravo,Case B - CMM + CUM,0.058,0.0,0.058,0.058,0.058,0.058,0.058,0.058,0.0,True
1448,1447,PBS_GROUP_0038,TC_001381,BOM_001424,ITEM_001154,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.058,0.0,0.058,0.058,0.058,0.058,0.058,0.058,0.0,True
1449,1448,PBS_GROUP_0038,TC_001382,BOM_001425,ITEM_001154,HVAC,Scenario Alpha,Case A - CUM,0.007,0.0,0.007,0.007,0.007,0.007,0.007,0.007,0.0,True
1449,1448,PBS_GROUP_0038,TC_001382,BOM_001425,ITEM_001154,HVAC,Scenario Alpha,Case B - CMM + CUM,0.007,0.0,0.007,0.007,0.007,0.007,0.007,0.007,0.0,True
1449,1448,PBS_GROUP_0038,TC_001382,BOM_001425,ITEM_001154,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.007,0.0,0.007,0.007,0.007,0.007,0.007,0.007,0.0,True
1449,1448,PBS_GROUP_0038,TC_001382,BOM_001425,ITEM_001154,HVAC,Scenario Bravo,Case A - CUM,0.007,0.0,0.007,0.007,0.007,0.007,0.007,0.007,0.0,True
1449,1448,PBS_GROUP_0038,TC_001382,BOM_001425,ITEM_001154,HVAC,Scenario Bravo,Case B - CMM + CUM,0.007,0.0,0.007,0.007,0.007,0.007,0.007,0.007,0.0,True
1449,1448,PBS_GROUP_0038,TC_001382,BOM_001425,ITEM_001154,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.007,0.0,0.007,0.007,0.007,0.007,0.007,0.007,0.0,True
1450,1449,PBS_GROUP_0038,TC_001383,BOM_001426,ITEM_001154,HVAC,Scenario Alpha,Case A - CUM,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,True
1450,1449,PBS_GROUP_0038,TC_001383,BOM_001426,ITEM_001154,HVAC,Scenario Alpha,Case B - CMM + CUM,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,True
1450,1449,PBS_GROUP_0038,TC_001383,BOM_001426,ITEM_001154,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,True
1450,1449,PBS_GROUP_0038,TC_001383,BOM_001426,ITEM_001154,HVAC,Scenario Bravo,Case A - CUM,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,True
1450,1449,PBS_GROUP_0038,TC_001383,BOM_001426,ITEM_001154,HVAC,Scenario Bravo,Case B - CMM + CUM,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,True
1450,1449,PBS_GROUP_0038,TC_001383,BOM_001426,ITEM_001154,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,True
1451,1450,PBS_GROUP_0038,TC_001384,BOM_001427,ITEM_001155,HVAC,Scenario Alpha,Case A - CUM,0.143,0.0,0.143,0.143,0.143,0.143,0.143,0.143,0.0,True
1451,1450,PBS_GROUP_0038,TC_001384,BOM_001427,ITEM_001155,HVAC,Scenario Alpha,Case B - CMM + CUM,0.143,0.0,0.143,0.143,0.143,0.143,0.143,0.143,0.0,True
1451,1450,PBS_GROUP_0038,TC_001384,BOM_001427,ITEM_001155,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.143,0.0,0.143,0.143,0.143,0.143,0.143,0.143,0.0,True
1451,1450,PBS_GROUP_0038,TC_001384,BOM_001427,ITEM_001155,HVAC,Scenario Bravo,Case A - CUM,0.143,0.0,0.143,0.143,0.143,0.143,0.143,0.143,0.0,True
1451,1450,PBS_GROUP_0038,TC_001384,BOM_001427,ITEM_001155,HVAC,Scenario Bravo,Case B - CMM + CUM,0.143,0.0,0.143,0.143,0.143,0.143,0.143,0.143,0.0,True
1451,1450,PBS_GROUP_0038,TC_001384,BOM_001427,ITEM_001155,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.143,0.0,0.143,0.143,0.143,0.143,0.143,0.143,0.0,True
1452,1451,PBS_GROUP_0038,TC_001385,BOM_001428,ITEM_001156,HVAC,Scenario Alpha,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1452,1451,PBS_GROUP_0038,TC_001385,BOM_001428,ITEM_001156,HVAC,Scenario Alpha,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1452,1451,PBS_GROUP_0038,TC_001385,BOM_001428,ITEM_001156,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1452,1451,PBS_GROUP_0038,TC_001385,BOM_001428,ITEM_001156,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1452,1451,PBS_GROUP_0038,TC_001385,BOM_001428,ITEM_001156,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1452,1451,PBS_GROUP_0038,TC_001385,BOM_001428,ITEM_001156,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1453,1452,PBS_GROUP_0038,TC_001386,BOM_001429,ITEM_001157,HVAC,Scenario Alpha,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1453,1452,PBS_GROUP_0038,TC_001386,BOM_001429,ITEM_001157,HVAC,Scenario Alpha,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1453,1452,PBS_GROUP_0038,TC_001386,BOM_001429,ITEM_001157,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1453,1452,PBS_GROUP_0038,TC_001386,BOM_001429,ITEM_001157,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1453,1452,PBS_GROUP_0038,TC_001386,BOM_001429,ITEM_001157,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1453,1452,PBS_GROUP_0038,TC_001386,BOM_001429,ITEM_001157,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1454,1453,PBS_GROUP_0038,TC_001387,BOM_001430,ITEM_001154,HVAC,Scenario Alpha,Case A - CUM,0.027,0.0,0.027,0.027,0.027,0.027,0.027,0.027,0.0,True
1454,1453,PBS_GROUP_0038,TC_001387,BOM_001430,ITEM_001154,HVAC,Scenario Alpha,Case B - CMM + CUM,0.027,0.0,0.027,0.027,0.027,0.027,0.027,0.027,0.0,True
1454,1453,PBS_GROUP_0038,TC_001387,BOM_001430,ITEM_001154,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.027,0.0,0.027,0.027,0.027,0.027,0.027,0.027,0.0,True
1454,1453,PBS_GROUP_0038,TC_001387,BOM_001430,ITEM_001154,HVAC,Scenario Bravo,Case A - CUM,0.027,0.0,0.027,0.027,0.027,0.027,0.027,0.027,0.0,True
1454,1453,PBS_GROUP_0038,TC_001387,BOM_001430,ITEM_001154,HVAC,Scenario Bravo,Case B - CMM + CUM,0.027,0.0,0.027,0.027,0.027,0.027,0.027,0.027,0.0,True
1454,1453,PBS_GROUP_0038,TC_001387,BOM_001430,ITEM_001154,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.027,0.0,0.027,0.027,0.027,0.027,0.027,0.027,0.0,True
1455,1454,PBS_GROUP_0038,TC_001388,BOM_001431,ITEM_001154,HVAC,Scenario Alpha,Case A - CUM,0.093,0.0,0.093,0.093,0.093,0.093,0.093,0.093,0.0,True
1455,1454,PBS_GROUP_0038,TC_001388,BOM_001431,ITEM_001154,HVAC,Scenario Alpha,Case B - CMM + CUM,0.093,0.0,0.093,0.093,0.093,0.093,0.093,0.093,0.0,True
1455,1454,PBS_GROUP_0038,TC_001388,BOM_001431,ITEM_001154,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.093,0.0,0.093,0.093,0.093,0.093,0.093,0.093,0.0,True
1455,1454,PBS_GROUP_0038,TC_001388,BOM_001431,ITEM_001154,HVAC,Scenario Bravo,Case A - CUM,0.093,0.0,0.093,0.093,0.093,0.093,0.093,0.093,0.0,True
1455,1454,PBS_GROUP_0038,TC_001388,BOM_001431,ITEM_001154,HVAC,Scenario Bravo,Case B - CMM + CUM,0.093,0.0,0.093,0.093,0.093,0.093,0.093,0.093,0.0,True
1455,1454,PBS_GROUP_0038,TC_001388,BOM_001431,ITEM_001154,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.093,0.0,0.093,0.093,0.093,0.093,0.093,0.093,0.0,True
1456,1455,PBS_GROUP_0038,TC_001389,BOM_001432,ITEM_001154,HVAC,Scenario Alpha,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1456,1455,PBS_GROUP_0038,TC_001389,BOM_001432,ITEM_001154,HVAC,Scenario Alpha,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1456,1455,PBS_GROUP_0038,TC_001389,BOM_001432,ITEM_001154,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1456,1455,PBS_GROUP_0038,TC_001389,BOM_001432,ITEM_001154,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1456,1455,PBS_GROUP_0038,TC_001389,BOM_001432,ITEM_001154,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1456,1455,PBS_GROUP_0038,TC_001389,BOM_001432,ITEM_001154,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1457,1456,PBS_GROUP_0038,TC_001390,BOM_001433,ITEM_001158,HVAC,Scenario Alpha,Case A - CUM,0.038,0.0,0.038,0.038,0.038,0.038,0.038,0.038,0.0,True
1457,1456,PBS_GROUP_0038,TC_001390,BOM_001433,ITEM_001158,HVAC,Scenario Alpha,Case B - CMM + CUM,0.038,0.0,0.038,0.038,0.038,0.038,0.038,0.038,0.0,True
1457,1456,PBS_GROUP_0038,TC_001390,BOM_001433,ITEM_001158,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.038,0.0,0.038,0.038,0.038,0.038,0.038,0.038,0.0,True
1457,1456,PBS_GROUP_0038,TC_001390,BOM_001433,ITEM_001158,HVAC,Scenario Bravo,Case A - CUM,0.038,0.0,0.038,0.038,0.038,0.038,0.038,0.038,0.0,True
1457,1456,PBS_GROUP_0038,TC_001390,BOM_001433,ITEM_001158,HVAC,Scenario Bravo,Case B - CMM + CUM,0.038,0.0,0.038,0.038,0.038,0.038,0.038,0.038,0.0,True
1457,1456,PBS_GROUP_0038,TC_001390,BOM_001433,ITEM_001158,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.038,0.0,0.038,0.038,0.038,0.038,0.038,0.038,0.0,True
1458,1457,PBS_GROUP_0038,TC_001391,BOM_001434,ITEM_001158,HVAC,Scenario Alpha,Case A - CUM,0.057,0.0,0.057,0.057,0.057,0.057,0.057,0.057,0.0,True
1458,1457,PBS_GROUP_0038,TC_001391,BOM_001434,ITEM_001158,HVAC,Scenario Alpha,Case B - CMM + CUM,0.057,0.0,0.057,0.057,0.057,0.057,0.057,0.057,0.0,True
1458,1457,PBS_GROUP_0038,TC_001391,BOM_001434,ITEM_001158,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.057,0.0,0.057,0.057,0.057,0.057,0.057,0.057,0.0,True
1458,1457,PBS_GROUP_0038,TC_001391,BOM_001434,ITEM_001158,HVAC,Scenario Bravo,Case A - CUM,0.057,0.0,0.057,0.057,0.057,0.057,0.057,0.057,0.0,True
1458,1457,PBS_GROUP_0038,TC_001391,BOM_001434,ITEM_001158,HVAC,Scenario Bravo,Case B - CMM + CUM,0.057,0.0,0.057,0.057,0.057,0.057,0.057,0.057,0.0,True
1458,1457,PBS_GROUP_0038,TC_001391,BOM_001434,ITEM_001158,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.057,0.0,0.057,0.057,0.057,0.057,0.057,0.057,0.0,True
1459,1458,PBS_GROUP_0038,TC_001392,BOM_001435,ITEM_001158,HVAC,Scenario Alpha,Case A - CUM,0.049,0.0,0.049,0.049,0.049,0.049,0.049,0.049,0.0,True
1459,1458,PBS_GROUP_0038,TC_001392,BOM_001435,ITEM_001158,HVAC,Scenario Alpha,Case B - CMM + CUM,0.049,0.0,0.049,0.049,0.049,0.049,0.049,0.049,0.0,True
1459,1458,PBS_GROUP_0038,TC_001392,BOM_001435,ITEM_001158,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.049,0.0,0.049,0.049,0.049,0.049,0.049,0.049,0.0,True
1459,1458,PBS_GROUP_0038,TC_001392,BOM_001435,ITEM_001158,HVAC,Scenario Bravo,Case A - CUM,0.045535700000000005,0.0,0.045535700000000005,0.045535700000000005,0.045535700000000005,0.045535700000000005,0.045535700000000005,0.045535700000000005,0.0,True
1459,1458,PBS_GROUP_0038,TC_001392,BOM_001435,ITEM_001158,HVAC,Scenario Bravo,Case B - CMM + CUM,0.045535700000000005,0.0,0.045535700000000005,0.045535700000000005,0.045535700000000005,0.045535700000000005,0.045535700000000005,0.045535700000000005,0.0,True
1459,1458,PBS_GROUP_0038,TC_001392,BOM_001435,ITEM_001158,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.045535700000000005,0.0,0.045535700000000005,0.045535700000000005,0.045535700000000005,0.045535700000000005,0.045535700000000005,0.045535700000000005,0.0,True
1460,1459,PBS_GROUP_0038,TC_001393,BOM_001436,ITEM_001157,HVAC,Scenario Alpha,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1460,1459,PBS_GROUP_0038,TC_001393,BOM_001436,ITEM_001157,HVAC,Scenario Alpha,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1460,1459,PBS_GROUP_0038,TC_001393,BOM_001436,ITEM_001157,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1460,1459,PBS_GROUP_0038,TC_001393,BOM_001436,ITEM_001157,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1460,1459,PBS_GROUP_0038,TC_001393,BOM_001436,ITEM_001157,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1460,1459,PBS_GROUP_0038,TC_001393,BOM_001436,ITEM_001157,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1461,1460,PBS_GROUP_0038,TC_001394,BOM_001437,ITEM_001159,HVAC,Scenario Alpha,Case A - CUM,0.056,0.0,0.056,0.056,0.056,0.056,0.056,0.056,0.0,True
1461,1460,PBS_GROUP_0038,TC_001394,BOM_001437,ITEM_001159,HVAC,Scenario Alpha,Case B - CMM + CUM,0.056,0.0,0.056,0.056,0.056,0.056,0.056,0.056,0.0,True
1461,1460,PBS_GROUP_0038,TC_001394,BOM_001437,ITEM_001159,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.056,0.0,0.056,0.056,0.056,0.056,0.056,0.056,0.0,True
1461,1460,PBS_GROUP_0038,TC_001394,BOM_001437,ITEM_001159,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1461,1460,PBS_GROUP_0038,TC_001394,BOM_001437,ITEM_001159,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
