record_id,source_row,pbs_code,teamcenter_id,bom_id,item_description,system,scenario,margin_case,nominal_load_kw,uncertainty_pct,triangular_lower_kw,triangular_mode_kw,triangular_upper_kw,truncnorm_lower_kw,truncnorm_mean_kw,truncnorm_upper_kw,truncnorm_sigma_kw,is_degenerate
136,135,PBS_GROUP_0012,TC_000069,BOM_000117,ITEM_000119,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
136,135,PBS_GROUP_0012,TC_000069,BOM_000117,ITEM_000119,CW,Scenario Alpha,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
136,135,PBS_GROUP_0012,TC_000069,BOM_000117,ITEM_000119,CW,Scenario Alpha,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
136,135,PBS_GROUP_0012,TC_000069,BOM_000117,ITEM_000119,CW,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
136,135,PBS_GROUP_0012,TC_000069,BOM_000117,ITEM_000119,CW,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
136,135,PBS_GROUP_0012,TC_000069,BOM_000117,ITEM_000119,CW,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
136,135,PBS_GROUP_0012,TC_000069,BOM_000117,ITEM_000119,CW,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
137,136,PBS_GROUP_0012,TC_000070,BOM_000118,ITEM_000120,HVAC,Scenario Alpha,Case A - CUM,0.2751,0.0,0.2751,0.2751,0.2751,0.2751,0.2751,0.2751,0.0,True
137,136,PBS_GROUP_0012,TC_000070,BOM_000118,ITEM_000120,HVAC,Scenario Alpha,Case B - CMM + CUM,0.2751,0.1,0.24759,0.2751,0.30261000000000005,0.24759,0.2751,0.30261000000000005,0.014035714285714287,False
137,136,PBS_GROUP_0012,TC_000070,BOM_000118,ITEM_000120,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.2751,0.14,0.23658600000000002,0.2751,0.31361400000000006,0.23658600000000002,0.2751,0.31361400000000006,0.019650000000000004,False
137,136,PBS_GROUP_0012,TC_000070,BOM_000118,ITEM_000120,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
137,136,PBS_GROUP_0012,TC_000070,BOM_000118,ITEM_000120,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
137,136,PBS_GROUP_0012,TC_000070,BOM_000118,ITEM_000120,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
138,137,PBS_GROUP_0012,TC_000071,BOM_000119,ITEM_000121,HVAC,Scenario Alpha,Case A - CUM,0.128,0.0,0.128,0.128,0.128,0.128,0.128,0.128,0.0,True
138,137,PBS_GROUP_0012,TC_000071,BOM_000119,ITEM_000121,HVAC,Scenario Alpha,Case B - CMM + CUM,0.128,0.1,0.11520000000000001,0.128,0.1408,0.11520000000000001,0.128,0.1408,0.006530612244897959,False
138,137,PBS_GROUP_0012,TC_000071,BOM_000119,ITEM_000121,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.128,0.14,0.11008,0.128,0.14592000000000002,0.11008,0.128,0.14592000000000002,0.009142857142857144,False
138,137,PBS_GROUP_0012,TC_000071,BOM_000119,ITEM_000121,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
138,137,PBS_GROUP_0012,TC_000071,BOM_000119,ITEM_000121,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
138,137,PBS_GROUP_0012,TC_000071,BOM_000119,ITEM_000121,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
138,137,PBS_GROUP_0012,TC_000071,BOM_000119,ITEM_000121,CW,Scenario Alpha,Case A - CUM,0.229,0.0,0.229,0.229,0.229,0.229,0.229,0.229,0.0,True
138,137,PBS_GROUP_0012,TC_000071,BOM_000119,ITEM_000121,CW,Scenario Alpha,Case B - CMM + CUM,0.229,0.1,0.2061,0.229,0.2519,0.2061,0.229,0.2519,0.011683673469387756,False
138,137,PBS_GROUP_0012,TC_000071,BOM_000119,ITEM_000121,CW,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.229,0.14,0.19694,0.229,0.26106,0.19694,0.229,0.26106,0.016357142857142862,False
138,137,PBS_GROUP_0012,TC_000071,BOM_000119,ITEM_000121,CW,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
138,137,PBS_GROUP_0012,TC_000071,BOM_000119,ITEM_000121,CW,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
138,137,PBS_GROUP_0012,TC_000071,BOM_000119,ITEM_000121,CW,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
139,138,PBS_GROUP_0012,TC_000072,BOM_000120,ITEM_000121,HVAC,Scenario Alpha,Case A - CUM,0.1305585,0.0,0.1305585,0.1305585,0.1305585,0.1305585,0.1305585,0.1305585,0.0,True
139,138,PBS_GROUP_0012,TC_000072,BOM_000120,ITEM_000121,HVAC,Scenario Alpha,Case B - CMM + CUM,0.1305585,0.1,0.11750265,0.1305585,0.14361435,0.11750265,0.1305585,0.14361435,0.006661147959183674,False
139,138,PBS_GROUP_0012,TC_000072,BOM_000120,ITEM_000121,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.1305585,0.14,0.11228031,0.1305585,0.14883669000000002,0.11228031,0.1305585,0.14883669000000002,0.009325607142857142,False
139,138,PBS_GROUP_0012,TC_000072,BOM_000120,ITEM_000121,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
139,138,PBS_GROUP_0012,TC_000072,BOM_000120,ITEM_000121,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
139,138,PBS_GROUP_0012,TC_000072,BOM_000120,ITEM_000121,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
139,138,PBS_GROUP_0012,TC_000072,BOM_000120,ITEM_000121,CW,Scenario Alpha,Case A - CUM,0.0066452,0.0,0.0066452,0.0066452,0.0066452,0.0066452,0.0066452,0.0066452,0.0,True
139,138,PBS_GROUP_0012,TC_000072,BOM_000120,ITEM_000121,CW,Scenario Alpha,Case B - CMM + CUM,0.0066452,0.1,0.00598068,0.0066452,0.007309720000000001,0.00598068,0.0066452,0.007309720000000001,0.00033904081632653066,False
139,138,PBS_GROUP_0012,TC_000072,BOM_000120,ITEM_000121,CW,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.0066452,0.14,0.005714872,0.0066452,0.0075755280000000015,0.005714872,0.0066452,0.0075755280000000015,0.0004746571428571429,False
139,138,PBS_GROUP_0012,TC_000072,BOM_000120,ITEM_000121,CW,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
139,138,PBS_GROUP_0012,TC_000072,BOM_000120,ITEM_000121,CW,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
139,138,PBS_GROUP_0012,TC_000072,BOM_000120,ITEM_000121,CW,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
140,139,PBS_GROUP_0012,TC_000073,BOM_000121,ITEM_000122,HVAC,Scenario Alpha,Case A - CUM,0.075,0.0,0.075,0.075,0.075,0.075,0.075,0.075,0.0,True
140,139,PBS_GROUP_0012,TC_000073,BOM_000121,ITEM_000122,HVAC,Scenario Alpha,Case B - CMM + CUM,0.075,0.1,0.0675,0.075,0.0825,0.0675,0.075,0.0825,0.003826530612244898,False
140,139,PBS_GROUP_0012,TC_000073,BOM_000121,ITEM_000122,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.075,0.14,0.0645,0.075,0.0855,0.0645,0.075,0.0855,0.005357142857142857,False
140,139,PBS_GROUP_0012,TC_000073,BOM_000121,ITEM_000122,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
140,139,PBS_GROUP_0012,TC_000073,BOM_000121,ITEM_000122,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
140,139,PBS_GROUP_0012,TC_000073,BOM_000121,ITEM_000122,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
140,139,PBS_GROUP_0012,TC_000073,BOM_000121,ITEM_000122,CW,Scenario Alpha,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
140,139,PBS_GROUP_0012,TC_000073,BOM_000121,ITEM_000122,CW,Scenario Alpha,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
140,139,PBS_GROUP_0012,TC_000073,BOM_000121,ITEM_000122,CW,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
140,139,PBS_GROUP_0012,TC_000073,BOM_000121,ITEM_000122,CW,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
140,139,PBS_GROUP_0012,TC_000073,BOM_000121,ITEM_000122,CW,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
140,139,PBS_GROUP_0012,TC_000073,BOM_000121,ITEM_000122,CW,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
141,140,PBS_GROUP_0012,TC_000074,BOM_000122,ITEM_000122,HVAC,Scenario Alpha,Case A - CUM,0.002,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.0,True
141,140,PBS_GROUP_0012,TC_000074,BOM_000122,ITEM_000122,HVAC,Scenario Alpha,Case B - CMM + CUM,0.002,0.1,0.0018000000000000002,0.002,0.0022,0.0018000000000000002,0.002,0.0022,0.00010204081632653062,False
141,140,PBS_GROUP_0012,TC_000074,BOM_000122,ITEM_000122,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.002,0.14,0.00172,0.002,0.0022800000000000003,0.00172,0.002,0.0022800000000000003,0.00014285714285714287,False
141,140,PBS_GROUP_0012,TC_000074,BOM_000122,ITEM_000122,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
141,140,PBS_GROUP_0012,TC_000074,BOM_000122,ITEM_000122,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
141,140,PBS_GROUP_0012,TC_000074,BOM_000122,ITEM_000122,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
141,140,PBS_GROUP_0012,TC_000074,BOM_000122,ITEM_000122,CW,Scenario Alpha,Case A - CUM,0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.0,True
141,140,PBS_GROUP_0012,TC_000074,BOM_000122,ITEM_000122,CW,Scenario Alpha,Case B - CMM + CUM,0.02,0.1,0.018000000000000002,0.02,0.022000000000000002,0.018000000000000002,0.02,0.022000000000000002,0.0010204081632653062,False
141,140,PBS_GROUP_0012,TC_000074,BOM_000122,ITEM_000122,CW,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.02,0.14,0.0172,0.02,0.022800000000000004,0.0172,0.02,0.022800000000000004,0.0014285714285714288,False
141,140,PBS_GROUP_0012,TC_000074,BOM_000122,ITEM_000122,CW,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
141,140,PBS_GROUP_0012,TC_000074,BOM_000122,ITEM_000122,CW,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
141,140,PBS_GROUP_0012,TC_000074,BOM_000122,ITEM_000122,CW,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
142,141,PBS_GROUP_0012,TC_000075,BOM_000123,ITEM_000122,HVAC,Scenario Alpha,Case A - CUM,0.111,0.0,0.111,0.111,0.111,0.111,0.111,0.111,0.0,True
142,141,PBS_GROUP_0012,TC_000075,BOM_000123,ITEM_000122,HVAC,Scenario Alpha,Case B - CMM + CUM,0.111,0.1,0.0999,0.111,0.12210000000000001,0.0999,0.111,0.12210000000000001,0.005663265306122449,False
142,141,PBS_GROUP_0012,TC_000075,BOM_000123,ITEM_000122,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.111,0.14,0.09546,0.111,0.12654,0.09546,0.111,0.12654,0.007928571428571429,False
142,141,PBS_GROUP_0012,TC_000075,BOM_000123,ITEM_000122,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
142,141,PBS_GROUP_0012,TC_000075,BOM_000123,ITEM_000122,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
142,141,PBS_GROUP_0012,TC_000075,BOM_000123,ITEM_000122,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
142,141,PBS_GROUP_0012,TC_000075,BOM_000123,ITEM_000122,CW,Scenario Alpha,Case A - CUM,0.025,0.0,0.025,0.025,0.025,0.025,0.025,0.025,0.0,True
142,141,PBS_GROUP_0012,TC_000075,BOM_000123,ITEM_000122,CW,Scenario Alpha,Case B - CMM + CUM,0.025,0.1,0.022500000000000003,0.025,0.027500000000000004,0.022500000000000003,0.025,0.027500000000000004,0.001275510204081633,False
142,141,PBS_GROUP_0012,TC_000075,BOM_000123,ITEM_000122,CW,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.025,0.14,0.021500000000000002,0.025,0.028500000000000004,0.021500000000000002,0.025,0.028500000000000004,0.001785714285714286,False
142,141,PBS_GROUP_0012,TC_000075,BOM_000123,ITEM_000122,CW,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
142,141,PBS_GROUP_0012,TC_000075,BOM_000123,ITEM_000122,CW,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
142,141,PBS_GROUP_0012,TC_000075,BOM_000123,ITEM_000122,CW,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
143,142,PBS_GROUP_0012,TC_000076,BOM_000124,ITEM_000122,HVAC,Scenario Alpha,Case A - CUM,0.041,0.0,0.041,0.041,0.041,0.041,0.041,0.041,0.0,True
143,142,PBS_GROUP_0012,TC_000076,BOM_000124,ITEM_000122,HVAC,Scenario Alpha,Case B - CMM + CUM,0.041,0.1,0.0369,0.041,0.04510000000000001,0.0369,0.041,0.04510000000000001,0.002091836734693878,False
143,142,PBS_GROUP_0012,TC_000076,BOM_000124,ITEM_000122,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.041,0.14,0.03526,0.041,0.046740000000000004,0.03526,0.041,0.046740000000000004,0.0029285714285714293,False
143,142,PBS_GROUP_0012,TC_000076,BOM_000124,ITEM_000122,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
143,142,PBS_GROUP_0012,TC_000076,BOM_000124,ITEM_000122,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
143,142,PBS_GROUP_0012,TC_000076,BOM_000124,ITEM_000122,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
143,142,PBS_GROUP_0012,TC_000076,BOM_000124,ITEM_000122,CW,Scenario Alpha,Case A - CUM,0.0162203,0.0,0.0162203,0.0162203,0.0162203,0.0162203,0.0162203,0.0162203,0.0,True
143,142,PBS_GROUP_0012,TC_000076,BOM_000124,ITEM_000122,CW,Scenario Alpha,Case B - CMM + CUM,0.0162203,0.1,0.01459827,0.0162203,0.01784233,0.01459827,0.0162203,0.01784233,0.0008275663265306123,False
143,142,PBS_GROUP_0012,TC_000076,BOM_000124,ITEM_000122,CW,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.0162203,0.14,0.013949458,0.0162203,0.018491142000000002,0.013949458,0.0162203,0.018491142000000002,0.0011585928571428573,False
143,142,PBS_GROUP_0012,TC_000076,BOM_000124,ITEM_000122,CW,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
143,142,PBS_GROUP_0012,TC_000076,BOM_000124,ITEM_000122,CW,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
143,142,PBS_GROUP_0012,TC_000076,BOM_000124,ITEM_000122,CW,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
144,143,PBS_GROUP_0013,TC_000077,BOM_000125,ITEM_000123,HVAC,Scenario Alpha,Case A - CUM,0.2035306,0.0,0.2035306,0.2035306,0.2035306,0.2035306,0.2035306,0.2035306,0.0,True
144,143,PBS_GROUP_0013,TC_000077,BOM_000125,ITEM_000123,HVAC,Scenario Alpha,Case B - CMM + CUM,0.2035306,0.1,0.18317754,0.2035306,0.22388366,0.18317754,0.2035306,0.22388366,0.010384214285714287,False
144,143,PBS_GROUP_0013,TC_000077,BOM_000125,ITEM_000123,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.2035306,0.14,0.175036316,0.2035306,0.23202488400000004,0.175036316,0.2035306,0.23202488400000004,0.014537900000000003,False
144,143,PBS_GROUP_0013,TC_000077,BOM_000125,ITEM_000123,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
144,143,PBS_GROUP_0013,TC_000077,BOM_000125,ITEM_000123,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
144,143,PBS_GROUP_0013,TC_000077,BOM_000125,ITEM_000123,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
145,144,PBS_GROUP_0013,TC_000078,BOM_000126,ITEM_000124,HVAC,Scenario Alpha,Case A - CUM,0.159,0.0,0.159,0.159,0.159,0.159,0.159,0.159,0.0,True
145,144,PBS_GROUP_0013,TC_000078,BOM_000126,ITEM_000124,HVAC,Scenario Alpha,Case B - CMM + CUM,0.159,0.1,0.1431,0.159,0.17490000000000003,0.1431,0.159,0.17490000000000003,0.008112244897959184,False
145,144,PBS_GROUP_0013,TC_000078,BOM_000126,ITEM_000124,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.159,0.14,0.13674,0.159,0.18126000000000003,0.13674,0.159,0.18126000000000003,0.011357142857142859,False
145,144,PBS_GROUP_0013,TC_000078,BOM_000126,ITEM_000124,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
145,144,PBS_GROUP_0013,TC_000078,BOM_000126,ITEM_000124,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
145,144,PBS_GROUP_0013,TC_000078,BOM_000126,ITEM_000124,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
146,145,PBS_GROUP_0013,TC_000079,BOM_000127,ITEM_000125,HVAC,Scenario Alpha,Case A - CUM,0.045195,0.0,0.045195,0.045195,0.045195,0.045195,0.045195,0.045195,0.0,True
146,145,PBS_GROUP_0013,TC_000079,BOM_000127,ITEM_000125,HVAC,Scenario Alpha,Case B - CMM + CUM,0.045195,0.1,0.0406755,0.045195,0.0497145,0.0406755,0.045195,0.0497145,0.0023058673469387755,False
146,145,PBS_GROUP_0013,TC_000079,BOM_000127,ITEM_000125,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.045195,0.14,0.0388677,0.045195,0.05152230000000001,0.0388677,0.045195,0.05152230000000001,0.0032282142857142856,False
146,145,PBS_GROUP_0013,TC_000079,BOM_000127,ITEM_000125,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
146,145,PBS_GROUP_0013,TC_000079,BOM_000127,ITEM_000125,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
146,145,PBS_GROUP_0013,TC_000079,BOM_000127,ITEM_000125,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
147,146,PBS_GROUP_0013,TC_000080,BOM_000128,ITEM_000126,HVAC,Scenario Alpha,Case A - CUM,0.164,0.0,0.164,0.164,0.164,0.164,0.164,0.164,0.0,True
147,146,PBS_GROUP_0013,TC_000080,BOM_000128,ITEM_000126,HVAC,Scenario Alpha,Case B - CMM + CUM,0.164,0.1,0.1476,0.164,0.18040000000000003,0.1476,0.164,0.18040000000000003,0.008367346938775512,False
147,146,PBS_GROUP_0013,TC_000080,BOM_000128,ITEM_000126,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.164,0.14,0.14104,0.164,0.18696000000000002,0.14104,0.164,0.18696000000000002,0.011714285714285717,False
147,146,PBS_GROUP_0013,TC_000080,BOM_000128,ITEM_000126,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
147,146,PBS_GROUP_0013,TC_000080,BOM_000128,ITEM_000126,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
147,146,PBS_GROUP_0013,TC_000080,BOM_000128,ITEM_000126,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
148,147,PBS_GROUP_0013,TC_000081,BOM_000129,ITEM_000127,HVAC,Scenario Alpha,Case A - CUM,0.17549019999999999,0.0,0.17549019999999999,0.17549019999999999,0.17549019999999999,0.17549019999999999,0.17549019999999999,0.17549019999999999,0.0,True
148,147,PBS_GROUP_0013,TC_000081,BOM_000129,ITEM_000127,HVAC,Scenario Alpha,Case B - CMM + CUM,0.17549019999999999,0.1,0.15794118,0.17549019999999999,0.19303922,0.15794118,0.17549019999999999,0.19303922,0.00895358163265306,False
148,147,PBS_GROUP_0013,TC_000081,BOM_000129,ITEM_000127,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.17549019999999999,0.14,0.15092157199999998,0.17549019999999999,0.200058828,0.15092157199999998,0.17549019999999999,0.200058828,0.012535014285714284,False
148,147,PBS_GROUP_0013,TC_000081,BOM_000129,ITEM_000127,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
148,147,PBS_GROUP_0013,TC_000081,BOM_000129,ITEM_000127,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
148,147,PBS_GROUP_0013,TC_000081,BOM_000129,ITEM_000127,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
149,148,PBS_GROUP_0013,TC_000082,BOM_000130,ITEM_000128,HVAC,Scenario Alpha,Case A - CUM,0.177,0.0,0.177,0.177,0.177,0.177,0.177,0.177,0.0,True
149,148,PBS_GROUP_0013,TC_000082,BOM_000130,ITEM_000128,HVAC,Scenario Alpha,Case B - CMM + CUM,0.177,0.1,0.1593,0.177,0.1947,0.1593,0.177,0.1947,0.00903061224489796,False
149,148,PBS_GROUP_0013,TC_000082,BOM_000130,ITEM_000128,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.177,0.14,0.15222,0.177,0.20178000000000001,0.15222,0.177,0.20178000000000001,0.012642857142857143,False
149,148,PBS_GROUP_0013,TC_000082,BOM_000130,ITEM_000128,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
149,148,PBS_GROUP_0013,TC_000082,BOM_000130,ITEM_000128,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
149,148,PBS_GROUP_0013,TC_000082,BOM_000130,ITEM_000128,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
150,149,PBS_GROUP_0013,TC_000083,BOM_000131,ITEM_000129,HVAC,Scenario Alpha,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
150,149,PBS_GROUP_0013,TC_000083,BOM_000131,ITEM_000129,HVAC,Scenario Alpha,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
150,149,PBS_GROUP_0013,TC_000083,BOM_000131,ITEM_000129,HVAC,Scenario Alpha,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
150,149,PBS_GROUP_0013,TC_000083,BOM_000131,ITEM_000129,HVAC,Scenario Bravo,Case A - CUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
150,149,PBS_GROUP_0013,TC_000083,BOM_000131,ITEM_000129,HVAC,Scenario Bravo,Case B - CMM + CUM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
150,149,PBS_GROUP_0013,TC_000083,BOM_000131,ITEM_000129,HVAC,Scenario Bravo,Case C - CMM + CUM + DBM + IGM,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
151,150,PBS_GROUP_0013,TC_000084,BOM_000132,ITEM_000130,HVAC,Scenario Alpha,Case A - CUM,0.062,0.0,0.062,0.062,0.062,0.062,0.062,0.062,0.0,True
