scenario,margin_case,distribution_model,subsystem,sampled_load_kw
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.5854587376883
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.3767966817736
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.244776940448
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.694655254801
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.6508188299222
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.1375069450245
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.8607825826714
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.4714720496295
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1040.2368076700755
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.2554576612076
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.6617508981114
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.7472776081198
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.4032748394482
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1014.5249167527586
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.8538702213239
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.248935424146
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.5421479740903
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.2544637816577
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.785431032196
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.9845825642456
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.1747226284444
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.1119395332875
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.8381595479125
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.4530150698013
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.414233174541
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.5557255386675
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.8665419472468
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.8715200839706
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.2584780642576
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1040.525688084427
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.778469928628
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.677511209779
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.0014931510007
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.6853856459647
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1015.5743908402453
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.9434701675832
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.7325715298323
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1015.7929254690562
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.4501709373121
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.6384525872913
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.0465910487796
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.5319548086134
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1041.8651743495313
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.284578455319
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.9821657078362
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.3961367695024
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.0032916915922
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.691224217793
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1040.9836290951553
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.7539672408957
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.9578675307569
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.558370891893
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.6475836715001
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.3708845159076
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.5500162945089
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.7210805022062
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1014.5675332842867
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1008.5835858652425
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1014.1156588884705
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1013.0714088019055
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.6590346957935
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.4103362079536
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.3556714964132
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.7278790575024
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.1173658362468
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.3326092575164
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.3473505757386
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1040.2668583263617
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.3537543065236
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.9923492749165
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.2764868883885
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1042.6306822172178
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.9380735284744
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1012.5143343434129
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1016.1604209738133
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.5087498294163
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.7050997355814
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.7139365252206
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.1636800275567
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1015.9242399848084
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.1086280914535
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.5433470614637
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.7116710019302
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.640714036869
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1017.7717936436451
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.0785240390871
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.7088828907825
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.481869231478
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.7599223473926
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.0940725840499
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.1676393515086
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.455017469644
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1044.2649050464581
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.751694315488
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1013.2838824366564
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.285736369821
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.4554778868403
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.9518228296192
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1015.6977851357026
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.2574605069558
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.5358795437949
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.9065115002295
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.617733877037
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.3810339115423
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.3618317162618
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.066221529938
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.347249183138
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.9732814088716
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.1018874612519
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.7288050170356
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.2086617614978
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.2612627750175
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.6707752218433
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.7838912685465
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.8595650817092
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.7434449972845
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.9201608674234
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.6345452274873
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.3321140035825
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1019.3450631655885
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.0535614154633
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1017.5891247588506
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.1285777747462
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.0181588064538
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.1094288822142
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.840158068905
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.4874824004949
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.2853414254012
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.7941440332745
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.0082878529972
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.2318859262217
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.5304180982937
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.2593223124709
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.0648339153224
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.9518758468753
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.5598501260139
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1014.20206324937
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.6556601208746
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.7283254685585
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.6397699461162
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.9461230390389
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.6859160414017
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1019.9586593533855
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.7680628498617
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.0995830400434
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.9923511297814
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.3369127538242
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.6195789234955
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.0883292796568
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.3852296051168
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.0762447039383
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.1250363040324
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1008.1660221926076
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.9594918736545
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.29310736164
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.6467721605809
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.4328882660916
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.8066272338629
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1017.2696704778493
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.5169924039928
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.856150369184
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.6871826489514
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1043.515189307309
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.379562597456
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.3266779152723
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.1922383335187
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.0283467999013
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.407889716441
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.8609948491408
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1015.4154029446802
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.8947160722865
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.0535761428962
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1043.5531835437775
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1016.6889318249105
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.8523771090017
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.2424075432791
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.5107636111284
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.96121815049
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1009.6019282475277
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.7382550766795
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.5493134451544
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.1135465584254
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.4406492841454
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.2373737299076
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.7162136179065
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.7734518612278
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.075369254957
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.2317114136746
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1016.6513008406341
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.5421312765577
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.3410584638266
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.0323980879625
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.6766387332398
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.7549325085183
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.2620266906877
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.790508387728
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.663017922143
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.0351850279196
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.9496905162011
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.117048273851
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.1149840719288
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.0194751379
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.2947833024939
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.7864557351713
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.3892273265482
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.036266099767
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.7760654616595
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.4923644092138
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.1950225071846
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.1113604353916
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.626920224235
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.7398537425347
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.8645039911014
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.7412349001916
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1014.7301201765732
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.1188327849156
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.663691916622
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.7729337336382
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.3125123484787
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.3924522904767
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.4891772210033
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.3394974400996
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.6702675914682
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.0205622567505
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.391543793604
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.8249485477684
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1039.5831542440262
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1016.5273380913885
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.7583416750808
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.700589406256
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.9584686628007
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1012.1340078922674
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1019.2022292172079
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.1429618487903
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1016.5509893839145
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.8610789611853
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.8483005606766
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.9165045470734
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.9762635554284
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.3202265935247
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.4007502235963
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.4844783130634
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.8809257364924
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.377668282034
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.5908955414382
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.3499121783982
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.5371880043249
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.3568302777514
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1016.5745295052897
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.2036336278786
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.9024535381968
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.009379183048
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.1414226091988
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.0094487857164
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.3640377190047
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.3976768926157
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.6376666418043
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.6349907122064
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1017.3196145202096
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.3397101535106
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.0990693376319
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.5368314100108
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.1179578709891
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.078172870302
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.6869937524807
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.470336268023
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.3056017335753
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.2986800635858
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.779978022027
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.683458627296
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1041.0345439931762
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.5403151163866
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.595726945139
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.7767722125901
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.9276549304952
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.6471111930189
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.5383850550719
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1015.7548800903446
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.5771481584918
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.6514529423114
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.7284031957336
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.42537655401
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.2345233096867
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1041.94288809223
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1038.9611300693696
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.9791665968798
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.6632172042669
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.8052384244588
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.4847871993968
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1017.6842126854411
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.016408305056
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.2965455224937
