scenario,margin_case,distribution_model,subsystem,sampled_load_kw
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.3803871289393
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.9652317439836
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.0551571910835
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.1297347962381
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.7574292163375
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.6745518849969
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.75489393805543
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,313.5032841336769
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.01008212792306
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.2677110569192
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.50216172118377
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,299.92484393745303
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.07152253933185
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.2535396190207
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.9424547595206
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.6010411662272
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.8386753216179
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.56850067851303
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.00944310207063
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.1265564458379
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,315.10278751949363
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,312.8538937775553
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.0701761232468
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.4374397388928
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.7926549463169
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,314.6018740742663
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.93787813267414
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.58243596312985
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,301.05562637752627
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.52128554503116
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.3340441216373
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.50167513519784
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.92121363160254
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.98788216842274
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.17727562489665
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,312.9605857722886
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.65439689158495
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.75585466118173
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.8309063450269
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.82825437865023
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.8906007408641
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.9414043442205
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.80833456925035
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.2996022430482
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.7039114145064
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.00459734540567
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.49234757747524
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.4010777975728
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.5734040821447
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.67648561440745
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.1879205199202
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.6704731603982
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.27843343871035
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,298.9097076253422
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.0193627936469
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,313.249474398209
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.72491489216196
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.41042494529563
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.7007417706639
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.99109848426406
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,314.21655153335024
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.3248235045137
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.85688409076977
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.1621245745954
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,312.181776147296
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.96341944874985
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.77284583311615
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.3863075178242
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.3164188497061
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.1247162512885
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.4478943353004
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.05385691630744
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,314.2872009103521
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,297.8566056847018
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.5819042535768
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,312.1680236721164
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.12647452134445
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,314.1496794928203
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.54864834846984
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.9986659526682
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.07123636834734
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.93843779145936
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,301.05707694478315
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,300.90724358942003
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.02436021024687
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,314.6671093088974
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.33729684384525
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,301.5080268612568
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,314.77114227161985
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.8774023207533
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.1680765745916
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.0167232881449
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.9875758666293
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,295.9800344759016
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.78726882511353
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,301.82455372322204
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,298.7533396013096
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.39274358503445
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.97698312184315
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.00611906738465
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.9686806082846
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.3485966651565
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,314.2513131898989
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,301.2667975163373
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,312.16988203728715
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.21829621208406
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.77972527596046
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.7050833584173
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.00138551278764
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.4265079283257
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,300.8313174450345
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,314.9379839029377
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.96467060999356
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.5484578723484
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.4017850305158
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,313.03130216268056
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,299.52140092672954
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.10213056716515
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,301.4655243896789
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,314.62449372694874
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.8038484099727
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,317.6630384018294
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,312.17149856079016
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.6641869610051
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.8616599495385
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.1012841016418
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.77866807359413
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,300.5731225413012
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,315.46649532835795
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.8524151113386
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,315.40817568722474
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.96141864235364
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.0858402845739
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,312.5556769849403
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.8849733026472
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,297.04122875178035
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.1044268837728
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,312.69315090406167
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.81826183291224
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.13570182807166
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.0189755511574
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.2989578640431
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.29802089361516
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.5976036785793
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.2540655279161
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,318.23732783938794
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,301.2091206996546
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.33281840367135
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.72970655180785
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,315.3854435448683
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.91101325654745
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.5015175223658
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,313.63304611621635
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.282275120568
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.6177760822347
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.64671122704755
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.0296106455519
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.6646538503783
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.04146742195707
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.0311669827335
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.0704644001113
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,298.9203791829956
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.8014112993238
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.3856131177288
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,317.9839074449686
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,301.01809425516825
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.76009562447746
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.0388138015746
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.50459315394806
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.35310295361
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.31784987794725
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,315.659459921392
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.55075840301936
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,316.53389736982245
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.86623883801275
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.8757845921392
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.4445327089996
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.64080852575313
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.52553374082214
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.4576899852081
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.159386783957
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.92538534198627
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.99098985156485
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.05613019223506
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.1031226345582
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.8056891076716
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.5669118264809
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.2694122793859
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.3578168935659
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.0751623604215
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.4102410252321
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.59601205532914
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,297.67225483490586
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,299.0758934478962
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.9256497962533
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,301.0865536399626
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.70570816440096
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,312.4459954173387
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,301.82097715998003
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.34350778549447
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.76887424920227
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.13750169981404
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.60324643814306
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.3579985978255
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.1689569079028
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.0523608288736
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,297.8785175084226
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.2071771520112
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,300.61822324580044
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.05957189875176
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.7969234551617
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.6292734359878
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.557761770958
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,312.81034142149696
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.3221403840388
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,312.88198165750765
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,315.94744574802485
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,319.3643471163887
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.6621375486169
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.97440812151206
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.5232174911874
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.4087600096558
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.3874830961651
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.72533043890866
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.8192394194573
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.64854603145824
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.02168504536166
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,317.9358831620708
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.22144539687787
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.88288870176694
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,298.8713981646236
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.74660142823393
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.0775792883914
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.89915929312303
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.9024370055412
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.98083837191064
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,314.42685203041196
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,318.8706199650943
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.7544862069328
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.5961670050853
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.4840720444046
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,300.48236590580143
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,313.2650625452721
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.21736406767076
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.3624938468822
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,300.8228728922633
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,314.94917495916366
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.066292054008
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.20712259339825
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.2007651952472
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,315.04664803778996
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,313.59921375864985
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.1675214822005
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.2824259236872
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.6744013909552
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.03725763206137
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.48582501943105
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,301.2750361157196
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.1951811740331
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,301.82434006079967
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,312.5324506103543
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.41748313159064
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.96060773112515
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,312.6325338622951
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.3637936079276
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.8175977681619
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.14032999843687
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.0166383394874
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.25633464659
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.4265898362949
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,305.8982345092062
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,315.9112750861108
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,301.34098571298557
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.24379853876246
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,298.08519894317834
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.04265175084873
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.34786659769907
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.98660802718837
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.2475858813453
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.4337527353573
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.2880105796676
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,309.1364566633799
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.44062206271036
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.03283266004894
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,302.8915477013418
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,306.4607000491041
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.16510258714624
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,300.60656937842043
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,307.3683946079295
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,310.6721531743997
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.9820134822857
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.59948899413234
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,303.39446601909015
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,311.3353648643057
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,299.74244018281314
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,308.3809330742732
Scenario Bravo,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,304.85593250640613
