scenario,margin_case,distribution_model,dependency_model,rho,subsystem,simulations,deterministic_load_kw,capacity_kw,mean_load_kw,std_load_kw,p95_load_kw,p99_load_kw,max_load_kw,p95_spare_capacity_kw,p99_spare_capacity_kw,p95_load_to_capacity_ratio,p99_load_to_capacity_ratio,max_load_to_capacity_ratio,p95_capacity_margin_pct,p99_capacity_margin_pct,overload_count,overload_probability,overload_probability_pct,overload_probability_ci95_lower,overload_probability_ci95_upper,rule_of_three_upper_if_zero,independent_p99_load_to_capacity_ratio,independent_p99_spare_capacity_kw,independent_p99_load_kw,independent_overload_probability_pct,delta_p99_load_to_capacity_ratio,delta_p99_spare_capacity_kw,delta_p99_load_kw,delta_overload_probability_pct
Scenario Alpha,Case B - CMM + CUM,Triangular,Subsystem-block Gaussian copula,0.5,FW,100000,11172.36557800847,11734.66,11172.215560288127,56.86700647012592,11265.976531886432,11300.40990804172,11375.459026949597,468.68346811356787,434.2500919582799,0.9600599021945614,0.9629942331556023,0.9693897417521766,3.9940097805438577,3.70057668443977,0,0.0,0.0,0.0,0.0,3e-05,0.9546827455851316,531.7825726919782,11202.877427308022,0.0,0.008311487570470732,-97.53248073369832,97.53248073369832,0.0
Scenario Alpha,Case B - CMM + CUM,Triangular,Subsystem-block Gaussian copula,0.5,HVAC,100000,1026.73344657341,1159.42,1026.5810910954478,27.043644910606343,1071.4683539863886,1086.7830010074224,1111.3763360856076,87.95164601361148,72.63699899257767,0.9241416863486817,0.937350572706545,0.9585623295144189,7.585831365131831,6.264942729345506,0,0.0,0.0,0.0,0.0,3e-05,0.8954898581065659,121.17114871408536,1038.2488512859147,0.0,0.04186071459997909,-48.53414972150769,48.534149721507674,0.0
Scenario Alpha,Case B - CMM + CUM,Triangular,Subsystem-block Gaussian copula,0.75,CW,100000,3814.61147772621,4068.06,3814.5932123419643,69.16623949895732,3928.642744269164,3969.8273372946405,4055.86406617622,139.41725573083613,98.23266270535942,0.965728810359032,0.9758527006225671,0.9970020270537358,3.4271189640967967,2.4147299377432834,0,0.0,0.0,0.0,0.0,3e-05,0.9451982829716772,222.93667297423823,3845.1233270257617,0.0,0.030654417650889942,-124.70401026887882,124.70401026887885,0.0
Scenario Alpha,Case B - CMM + CUM,Triangular,Subsystem-block Gaussian copula,0.75,FW,100000,11172.36557800847,11734.66,11172.34731262422,69.16623949895732,11286.396844551424,11327.581437576899,11413.61816645848,448.2631554485761,407.0785624231012,0.9618000729932886,0.9653097267050684,0.972641573463439,3.8199927006711403,3.4690273294931524,0,0.0,0.0,0.0,0.0,3e-05,0.9546827455851316,531.7825726919782,11202.877427308022,0.0,0.010626981119936874,-124.70401026887703,124.70401026887703,0.0
Scenario Alpha,Case B - CMM + CUM,Triangular,Subsystem-block Gaussian copula,0.75,HVAC,100000,1026.73344657341,1159.42,1026.639226122584,33.03219516981192,1081.4125721331707,1098.1618699479145,1117.9646261635241,78.0074278668294,61.25813005208556,0.9327185766445039,0.9471648496212887,0.9642447311272223,6.728142335549619,5.283515037871139,0,0.0,0.0,0.0,0.0,3e-05,0.8954898581065659,121.17114871408536,1038.2488512859147,0.0,0.05167499151472277,-59.9130186619998,59.913018661999786,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Global Gaussian copula,0.25,CW,100000,3814.61147772621,4068.06,3814.537359601074,59.58853970158911,3912.7267912350844,3949.2889048851857,4034.613611366395,155.33320876491553,118.77109511481422,0.9618163919005827,0.9708039962255193,0.9917782951496279,3.8183608099417294,2.9196003774480768,0,0.0,0.0,0.0,0.0,3e-05,0.9458582676295294,220.2518157870172,3847.808184212983,0.0,0.02494572859598987,-101.48072067220298,101.48072067220255,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Global Gaussian copula,0.25,FW,100000,11172.36557800847,11734.66,11172.291459883332,59.58853970158912,11270.480891517343,11307.043005167445,11392.367711648654,464.1791084826564,427.61699483255506,0.9604437530799651,0.9635594900207969,0.9708306599124861,3.955624692003487,3.644050997920307,0,0.0,0.0,0.0,0.0,3e-05,0.9549115427711788,529.0977155047585,11205.56228449524,0.0,0.008647947249618038,-101.48072067220346,101.48072067220528,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Global Gaussian copula,0.25,HVAC,100000,1026.73344657341,1159.42,1026.6841465812702,21.063626565796817,1061.3664784630537,1074.3343027194253,1103.2905088877758,98.05352153694639,85.08569728057478,0.9154288165315879,0.9266135677488962,0.951588301812782,8.457118346841213,7.33864322511038,0,0.0,0.0,0.0,0.0,3e-05,0.8962727795515579,120.2634139323327,1039.1565860676674,0.0,0.03034078819733832,-35.17771665175792,35.17771665175792,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Global Gaussian copula,0.5,CW,100000,3814.61147772621,4068.06,3814.563799466512,83.36867881206238,3952.359941161132,3997.8178214380987,4068.626859989804,115.70005883886779,70.24217856190126,0.9715589104293281,0.9827332491256517,1.000139344058299,2.8441089570671965,1.7266750874348278,2,2e-05,0.002,0.0,4.77183086352685e-05,,0.9458582676295294,220.2518157870172,3847.808184212983,0.0,0.03687498149612234,-150.00963722511594,150.0096372251155,0.002
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Global Gaussian copula,0.5,FW,100000,11172.36557800847,11734.66,11172.31789974877,83.36867881206238,11310.114041443392,11355.571921720359,11426.380960272063,424.54595855660773,379.0880782796412,0.9638211964763693,0.9676950096313279,0.9737291885978855,3.6178803523630654,3.2304990368672057,0,0.0,0.0,0.0,0.0,3e-05,0.9549115427711788,529.0977155047585,11205.56228449524,0.0,0.012783466860149084,-150.00963722511733,150.00963722511915,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Global Gaussian copula,0.5,HVAC,100000,1026.73344657341,1159.42,1026.6881589391842,29.363716840477107,1075.260311229227,1091.455807291398,1115.7005305052835,84.15968877077307,67.96419270860201,0.9274122502882708,0.9413808691340481,0.962291948133794,7.25877497117292,5.8619130865951945,0,0.0,0.0,0.0,0.0,3e-05,0.8962727795515579,120.2634139323327,1039.1565860676674,0.0,0.04510808958249013,-52.29922122373068,52.29922122373068,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Global Gaussian copula,0.75,CW,100000,3814.61147772621,4068.06,3814.340906352244,101.90445033107207,3984.70304822895,4033.893686909484,4078.44819273959,83.35695177104981,34.166313090515814,0.9795094094553547,0.9916013251794428,1.0025535987029666,2.0490590544645313,0.8398674820557173,68,0.00068,0.068,0.0005184292215727114,0.0008415707784272887,,0.9458582676295294,220.2518157870172,3847.808184212983,0.0,0.04574305754991337,-186.08550269650138,186.08550269650095,0.068
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Global Gaussian copula,0.75,FW,100000,11172.36557800847,11734.66,11172.095006634503,101.90445033107207,11342.457148511208,11391.647787191743,11436.202293021848,392.20285148879157,343.01221280825666,0.9665773996444046,0.9707693096512164,0.9745661393701947,3.3422600355595438,2.9230690348783575,0,0.0,0.0,0.0,0.0,3e-05,0.9549115427711788,529.0977155047585,11205.56228449524,0.0,0.015857766880037594,-186.08550269650186,186.08550269650368,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Global Gaussian copula,0.75,HVAC,100000,1026.73344657341,1159.42,1026.6439485245057,35.85150600415727,1086.4644223091004,1103.8531530239898,1119.510579022933,72.95557769089964,55.56684697601031,0.9370757985105487,0.9520735825015867,0.9655781158018085,6.292420148945131,4.7926417498413265,0,0.0,0.0,0.0,0.0,3e-05,0.8962727795515579,120.2634139323327,1039.1565860676674,0.0,0.05580080295002876,-64.69656695632239,64.69656695632239,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Subsystem-block Gaussian copula,0.25,CW,100000,3814.61147772621,4068.06,3814.569598110489,44.769532468400804,3888.396387835874,3917.033962935714,4001.466265945683,179.66361216412588,151.0260370642859,0.9558355549908001,0.9628751697211236,0.9836301003293174,4.416444500919994,3.712483027887639,0,0.0,0.0,0.0,0.0,3e-05,0.9458582676295294,220.2518157870172,3847.808184212983,0.0,0.017016902091594233,-69.22577872273129,69.22577872273087,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Subsystem-block Gaussian copula,0.25,FW,100000,11172.36557800847,11734.66,11172.323698392747,44.769532468400804,11246.150488118134,11274.788063217973,11359.220366227943,488.5095118818663,459.87193678202675,0.9583703735871456,0.9608108000758414,0.9680059214521718,4.162962641285442,3.918919992415858,0,0.0,0.0,0.0,0.0,3e-05,0.9549115427711788,529.0977155047585,11205.56228449524,0.0,0.005899257304662564,-69.22577872273177,69.2257787227336,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Subsystem-block Gaussian copula,0.25,HVAC,100000,1026.73344657341,1159.42,1026.6942711134463,21.06376291306545,1061.3541326018267,1074.5324167151339,1103.150571803687,98.0658673981734,84.8875832848662,0.9154181682236175,0.9267844411129131,0.9514676060475814,8.458183177638249,7.321555888708681,0,0.0,0.0,0.0,0.0,3e-05,0.8962727795515579,120.2634139323327,1039.1565860676674,0.0,0.030511661561355208,-35.3758306474665,35.3758306474665,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Subsystem-block Gaussian copula,0.5,CW,100000,3814.61147772621,4068.06,3814.6689970439547,62.03849851313136,3916.8406467286354,3955.248092634428,4043.7826987415956,151.21935327136453,112.8119073655721,0.9628276492305019,0.9722688683634036,0.9940322165212891,3.7172350769498124,2.773113163659634,0,0.0,0.0,0.0,0.0,3e-05,0.9458582676295294,220.2518157870172,3847.808184212983,0.0,0.026410600733874245,-107.4399084214451,107.43990842144467,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Subsystem-block Gaussian copula,0.5,FW,100000,11172.36557800847,11734.66,11172.423097326217,62.03849851313135,11274.594747010895,11313.002192916687,11401.536799023856,460.0652529891049,421.65780708331295,0.9607943261254178,0.9640673179211573,0.9716120278750178,3.9205673874582216,3.593268207884276,0,0.0,0.0,0.0,0.0,3e-05,0.9549115427711788,529.0977155047585,11205.56228449524,0.0,0.009155775149978451,-107.43990842144558,107.4399084214474,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Subsystem-block Gaussian copula,0.5,HVAC,100000,1026.73344657341,1159.42,1026.7697141291771,29.417680886010007,1075.5255257064978,1091.8831384541884,1116.4871681428378,83.8944742935023,67.53686154581169,0.9276409978321037,0.941749442354098,0.9629704232658034,7.235900216789627,5.825055764590199,0,0.0,0.0,0.0,0.0,3e-05,0.8962727795515579,120.2634139323327,1039.1565860676674,0.0,0.045476662802540035,-52.72655238652101,52.72655238652101,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Subsystem-block Gaussian copula,0.75,CW,100000,3814.61147772621,4068.06,3814.6824027905977,75.12303854536337,3938.4484612231395,3981.1777270678804,4067.243804599816,129.61153877686047,86.88227293211958,0.9681392263691144,0.9786428241146592,0.9997993649552406,3.18607736308856,2.135717588534082,0,0.0,0.0,0.0,0.0,3e-05,0.9458582676295294,220.2518157870172,3847.808184212983,0.0,0.03278455648512979,-133.36954285489762,133.3695428548972,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Subsystem-block Gaussian copula,0.75,FW,100000,11172.36557800847,11734.66,11172.436503072853,75.12303854536336,11296.202561505399,11338.93182735014,11424.997904882075,438.45743849460086,395.7281726498604,0.9626356930243739,0.9662769801042501,0.9736113278852626,3.736430697562613,3.3723019895749893,0,0.0,0.0,0.0,0.0,3e-05,0.9549115427711788,529.0977155047585,11205.56228449524,0.0,0.011365437333071271,-133.3695428548981,133.36954285489992,0.0
Scenario Alpha,Case B - CMM + CUM,Truncated normal,Subsystem-block Gaussian copula,0.75,HVAC,100000,1026.73344657341,1159.42,1026.7097641773776,35.75391749917662,1085.8272198712473,1103.7237813983165,1119.4705611956012,73.59278012875279,55.69621860168354,0.9365262112705035,0.9519619994465478,0.9655436004171061,6.347378872949647,4.803800055345219,0,0.0,0.0,0.0,0.0,3e-05,0.8962727795515579,120.2634139323327,1039.1565860676674,0.0,0.05568921989498987,-64.56719533064916,64.56719533064916,0.0
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Global Gaussian copula,0.25,CW,100000,3814.61147772621,4068.06,3814.7582759846096,80.99033751426211,3948.152409208619,3999.0679770524835,4119.375055992006,119.90759079138115,68.99202294751649,0.9705246257942652,0.9830405591491973,1.0126141344994928,2.9475374205734712,1.6959440850802716,31,0.00031,0.031,0.00020088873466777137,0.00041911126533222863,,0.9493639788340292,205.9903722644389,3862.069627735561,0.0,0.03367658031516807,-136.9983493169224,136.99834931692249,0.031
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Global Gaussian copula,0.25,FW,100000,11172.36557800847,11734.66,11172.844465922639,220.6313876423733,11536.760720296457,11669.495728646216,11948.390581283129,197.89927970354256,65.16427135378399,0.9831354909555503,0.994446854757293,1.0182136151608252,1.6864509044449738,0.5553145242706989,374,0.00374,0.374,0.0033616635196569065,0.004118336480343094,,0.9755441991721296,286.9805077427809,11447.67949225722,0.0,0.018902655585163353,-221.8162363889969,221.8162363889951,0.374
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Global Gaussian copula,0.25,HVAC,100000,1026.73344657341,1159.42,1026.779797669398,27.80261168986072,1072.664675073581,1090.116852591298,1128.8437857227232,86.75532492641901,69.30314740870199,0.925173513544342,0.9402260204164996,0.9736280085928508,7.482648645565801,5.977397958350036,0,0.0,0.0,0.0,0.0,3e-05,0.8995700945257704,116.44044100493124,1042.9795589950688,0.0,0.040655925890729194,-47.137293596229256,47.137293596229256,0.0
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Global Gaussian copula,0.5,CW,100000,3814.61147772621,4068.06,3814.6026790690066,112.33914521378169,4001.135285289011,4063.8538782103283,4166.478216081141,66.92471471098906,4.20612178967167,0.9835487395193313,0.998966062007524,1.0241929116289192,1.6451260480668688,0.10339379924759393,862,0.00862,0.8619999999999999,0.008047032773913202,0.009192967226086797,,0.9493639788340292,205.9903722644389,3862.069627735561,0.0,0.04960208317349479,-201.78425047476722,201.7842504747673,0.8619999999999999
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Global Gaussian copula,0.5,FW,100000,11172.36557800847,11734.66,11172.563349890408,286.731369619448,11647.183303753794,11806.398060688418,12061.65650723566,87.47669624620539,-71.73806068841805,0.9925454426249926,1.00611334803807,1.0278658697598106,0.745455737500749,-0.611334803806996,2262,0.02262,2.262,0.021698417762535758,0.023541582237464245,,0.9755441991721296,286.9805077427809,11447.67949225722,0.0,0.03056914886594031,-358.71856843119895,358.7185684311971,2.262
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Global Gaussian copula,0.5,HVAC,100000,1026.73344657341,1159.42,1026.7561021775934,38.60363114560867,1090.5054639972213,1112.5066429680314,1145.9764595376246,68.91453600277873,46.913357031968644,0.9405611978379028,0.9595372194442319,0.988404943452437,5.9438802162097195,4.04627805557681,0,0.0,0.0,0.0,0.0,3e-05,0.8995700945257704,116.44044100493124,1042.9795589950688,0.0,0.059967124918461456,-69.5270839729626,69.5270839729626,0.0
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Global Gaussian copula,0.75,CW,100000,3814.61147772621,4068.06,3814.0704414204674,136.72878782280077,4041.270242403051,4109.36675546593,4194.255990626458,26.78975759694913,-41.306755465929655,0.9934146109946881,1.0101539199190597,1.0310211724080909,0.6585389005311901,-1.0153919919059613,2947,0.02947,2.947,0.028421784393483095,0.030518215606516904,,0.9493639788340292,205.9903722644389,3862.069627735561,0.0,0.06078994108503044,-247.29712773036854,247.29712773036863,2.947
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Global Gaussian copula,0.75,FW,100000,11172.36557800847,11734.66,11170.991830237796,340.5781377621276,11736.661523474404,11901.723648172905,12109.625523402246,-2.0015234744041663,-167.06364817290523,1.0001705651015371,1.0142367693800165,1.031953675982282,-0.01705651015371699,-1.4236769380016567,5077,0.05077,5.077,0.04940935327466914,0.05213064672533087,,0.9755441991721296,286.9805077427809,11447.67949225722,0.0,0.038692570207886856,-454.04415591568613,454.0441559156843,5.077
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Global Gaussian copula,0.75,HVAC,100000,1026.73344657341,1159.42,1026.5477668394976,46.98185893765682,1104.571329933415,1127.97351658869,1157.3058132373253,54.8486700665851,31.446483411310055,0.9526930102408229,0.9728774012770954,0.9981765134613214,4.730698975917709,2.7122598722904603,0,0.0,0.0,0.0,0.0,3e-05,0.8995700945257704,116.44044100493124,1042.9795589950688,0.0,0.07330730675132502,-84.99395759362119,84.99395759362119,0.0
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Subsystem-block Gaussian copula,0.25,CW,100000,3814.61147772621,4068.06,3814.560283780293,60.720877883169145,3914.554746976608,3952.7319935174737,4073.5088916089107,153.50525302339202,115.32800648252623,0.9622657352587248,0.9716503673784246,1.0013394324589389,3.7734264741275205,2.8349632621575456,1,1e-05,0.001,0.0,2.9599901999754997e-05,,0.9493639788340292,205.9903722644389,3862.069627735561,0.0,0.022286388544395352,-90.66236578191265,90.66236578191274,0.001
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Subsystem-block Gaussian copula,0.25,FW,100000,11172.36557800847,11734.66,11172.079376770414,166.25216451720502,11446.811439160849,11547.651324628887,11764.83129970767,287.8485608391511,187.008675371113,0.9754702257381849,0.98406356252579,1.0025711268760809,2.4529774261815094,1.5936437474209988,4,4e-05,0.004,8.007840078401611e-07,7.919921599215985e-05,,0.9755441991721296,286.9805077427809,11447.67949225722,0.0,0.008519363353660325,-99.97183237166792,99.9718323716661,0.004
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Subsystem-block Gaussian copula,0.25,HVAC,100000,1026.73344657341,1159.42,1026.8420018859279,27.669980262829984,1072.4176459505272,1089.917571578099,1144.4457337499368,87.00235404947284,69.50242842190119,0.9249604508724424,0.9400541404996453,0.9870846921304935,7.50395491275576,5.994585950035464,0,0.0,0.0,0.0,0.0,3e-05,0.8995700945257704,116.44044100493124,1042.9795589950688,0.0,0.040484045973874894,-46.93801258303006,46.93801258303006,0.0
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Subsystem-block Gaussian copula,0.5,CW,100000,3814.61147772621,4068.06,3814.7636944779406,83.9274644386376,3952.4145600619854,4004.1602799519906,4127.207335329848,115.64543993801453,63.899720048009385,0.9715723367064364,0.984292335892782,1.0145394451728462,2.842766329356365,1.5707664107218033,39,0.00039,0.039,0.0002676219099413625,0.0005123780900586375,,0.9493639788340292,205.9903722644389,3862.069627735561,0.0,0.034928357058752746,-142.0906522164295,142.0906522164296,0.039
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Subsystem-block Gaussian copula,0.5,FW,100000,11172.36557800847,11734.66,11172.076530765591,201.36376727152378,11504.422603552113,11623.161437791641,11864.149820503953,230.23739644788657,111.49856220835863,0.9803797130510908,0.9904983559635849,1.0110348165608507,1.9620286948909178,0.9501644036415084,101,0.00101,0.101,0.000813121936624722,0.001206878063375278,,0.9755441991721296,286.9805077427809,11447.67949225722,0.0,0.014954156791455286,-175.48194553442227,175.48194553442045,0.101
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Subsystem-block Gaussian copula,0.5,HVAC,100000,1026.73344657341,1159.42,1026.9938073925596,38.48085285149206,1090.483444575486,1112.4335145409366,1150.8223331017425,68.93655542451415,46.98648545906349,0.9405422060819081,0.9594741461600943,0.9925845104463805,5.945779391809193,4.052585383990571,0,0.0,0.0,0.0,0.0,3e-05,0.8995700945257704,116.44044100493124,1042.9795589950688,0.0,0.059904051634323885,-69.45395554586776,69.45395554586776,0.0
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Subsystem-block Gaussian copula,0.75,CW,100000,3814.61147772621,4068.06,3814.760530375365,101.55237592931528,3982.4495579568215,4040.4075014788923,4155.235443863598,85.61044204317841,27.652498521107646,0.9789554622982015,0.9932025342494684,1.0214292424063556,2.10445377017985,0.6797465750531616,376,0.00376,0.376,0.0033806570813124355,0.004139342918687564,,0.9493639788340292,205.9903722644389,3862.069627735561,0.0,0.04383855541543913,-178.33787374333124,178.33787374333133,0.376
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Subsystem-block Gaussian copula,0.75,FW,100000,11172.36557800847,11734.66,11173.02442165888,231.13170628110637,11553.96062679355,11683.93335336316,11951.842186248938,180.6993732064493,50.72664663684009,0.9846012263494256,0.995677195024241,1.0185077527809872,1.5398773650574393,0.4322804975758998,446,0.00446,0.44600000000000006,0.004046997331371334,0.004873002668628667,,0.9755441991721296,286.9805077427809,11447.67949225722,0.0,0.02013299585211137,-236.2538611059408,236.253861105939,0.44600000000000006
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,Subsystem-block Gaussian copula,0.75,HVAC,100000,1026.73344657341,1159.42,1026.5607205633537,46.91601424140723,1104.733800532677,1128.8100245523829,1156.0430115694421,54.68619946732315,30.609975447617217,0.9528331411677191,0.9735988895761526,0.9970873467504805,4.7166858832280925,2.640111042384745,0,0.0,0.0,0.0,0.0,3e-05,0.8995700945257704,116.44044100493124,1042.9795589950688,0.0,0.07402879505038218,-85.83046555731403,85.83046555731403,0.0
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Truncated normal,Global Gaussian copula,0.25,CW,100000,3814.61147772621,4068.06,3814.4880495736475,87.57313123518806,3958.1750050682735,4013.1032014199336,4114.65554258514,109.8849949317264,54.956798580066334,0.9729883544166688,0.9864906617453857,1.0114539959059454,2.701164558333122,1.350933825461432,90,0.0009,0.09,0.0007141417662840841,0.0010858582337159159,,0.950433344974472,201.64012664314944,3866.4198733568505,0.0,0.03605731677091373,-146.6833280630831,146.68332806308308,0.09
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Truncated normal,Global Gaussian copula,0.25,FW,100000,11172.36557800847,11734.66,11172.147981574579,239.41002586737181,11567.627858838445,11708.421157614694,11988.829981524595,167.03214116155505,26.23884238530627,0.9857659155730498,0.9977639878458083,1.021659765304201,1.4234084426950167,0.22360121541916228,685,0.00685,0.685,0.006338778888112003,0.007361221111887997,,0.9775723177068668,263.1812262979365,11471.478773702063,0.0,0.02019167013894152,-236.94238391263025,236.94238391263025,0.685
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Truncated normal,Global Gaussian copula,0.25,HVAC,100000,1026.73344657341,1159.42,1026.6776634577625,30.130349604822477,1076.166365909576,1094.638407326404,1135.7106852114327,83.25363409042416,64.78159267359615,0.9281937226454399,0.9441258623504889,0.9795507108825384,7.180627735456017,5.587413764951108,0,0.0,0.0,0.0,0.0,3e-05,0.9008438456358456,114.96362849288788,1044.4563715071122,0.0,0.04328201671464327,-50.18203581929173,50.18203581929174,0.0
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Truncated normal,Global Gaussian copula,0.5,CW,100000,3814.61147772621,4068.06,3814.8271021295036,122.03490290841098,4016.7595359388047,4085.5261585949775,4193.557033242557,51.30046406119527,-17.466158594977514,0.9873894524512433,1.0042934859847144,1.030849356509628,1.2610547548756723,-0.42934859847144624,1620,0.0162,1.6199999999999999,0.015417531275410958,0.01698246872458904,,0.950433344974472,201.64012664314944,3866.4198733568505,0.0,0.05386014101024239,-219.10628523812696,219.10628523812693,1.6199999999999999
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Truncated normal,Global Gaussian copula,0.5,FW,100000,11172.36557800847,11734.66,11172.742662957275,311.3243616367599,11687.227947059653,11859.825388893574,12089.338858203895,47.43205294034669,-125.16538889357435,0.9959579525149986,1.0106662987162451,1.0302248943048964,0.40420474850014143,-1.0666298716245237,3457,0.03457,3.457,0.03343768787938943,0.03570231212061056,,0.9775723177068668,263.1812262979365,11471.478773702063,0.0,0.033093981009378326,-388.34661519151086,388.34661519151086,3.457
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Truncated normal,Global Gaussian copula,0.5,HVAC,100000,1026.73344657341,1159.42,1026.7975396757768,41.92996309887657,1096.1191361871558,1119.6675971059285,1156.736583814898,63.30086381284423,39.752402894071565,0.9454029913121696,0.9657135439322493,0.9976855529617378,5.459700868783032,3.428645606775074,0,0.0,0.0,0.0,0.0,3e-05,0.9008438456358456,114.96362849288788,1044.4563715071122,0.0,0.06486969829640366,-75.21122559881631,75.21122559881633,0.0
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Truncated normal,Global Gaussian copula,0.75,CW,100000,3814.61147772621,4068.06,3814.5807577783735,148.9778856427051,4061.982410144298,4135.878854975619,4200.414508052633,6.077589855702172,-67.81885497561916,0.998506022562179,1.0166710557306478,1.0325350432522218,0.14939774378210186,-1.6671055730647817,4488,0.04488,4.488,0.043596749432258226,0.04616325056774178,,0.950433344974472,201.64012664314944,3866.4198733568505,0.0,0.0662377107561758,-269.4589816187686,269.4589816187686,4.488
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Truncated normal,Global Gaussian copula,0.75,FW,100000,11172.36557800847,11734.66,11172.424726150797,370.80048987520206,11787.742944130752,11971.81981083934,12120.260880144451,-53.08294413075237,-237.15981083934093,1.0045236030810225,1.0202101987479264,1.0328599959559503,-0.4523603081022575,-2.021019874792631,6942,0.06942,6.941999999999999,0.06784465661646179,0.0709953433835382,,0.9775723177068668,263.1812262979365,11471.478773702063,0.0,0.04263788104105959,-500.34103713727745,500.34103713727745,6.941999999999999
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Truncated normal,Global Gaussian copula,0.75,HVAC,100000,1026.73344657341,1159.42,1026.7355664312095,51.19897830968463,1111.6734861153748,1136.9346470507703,1159.330869830673,47.7465138846253,22.485352949229764,0.9588186214791661,0.9806063782328839,0.9999231252097367,4.118137852083395,1.9393621767116114,0,0.0,0.0,0.0,0.0,3e-05,0.9008438456358456,114.96362849288788,1044.4563715071122,0.0,0.07976253259703825,-92.47827554365811,92.47827554365813,0.0
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Truncated normal,Subsystem-block Gaussian copula,0.25,CW,100000,3814.61147772621,4068.06,3814.248387380009,66.11472353750315,3923.0939427803787,3964.9543997696433,4082.709968334424,144.96605721962123,103.10560023035669,0.9643648183115241,0.9746548477086482,1.0036012173700546,3.563518168847589,2.5345152291351822,2,2e-05,0.002,0.0,4.77183086352685e-05,,0.950433344974472,201.64012664314944,3866.4198733568505,0.0,0.024221502734176226,-98.53452641279276,98.53452641279273,0.002
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Truncated normal,Subsystem-block Gaussian copula,0.25,FW,100000,11172.36557800847,11734.66,11172.308195184769,180.41487881946603,11468.734747194532,11579.624849426365,11858.524779656675,265.9252528054676,155.03515057363438,0.9773384782511408,0.9867882707659502,1.010555463869995,2.266152174885916,1.3211729234049763,25,0.00025,0.025,0.00015201225076572072,0.0003479877492342793,,0.9775723177068668,263.1812262979365,11471.478773702063,0.0,0.009215953059083404,-108.14607572430214,108.14607572430214,0.025
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Truncated normal,Subsystem-block Gaussian copula,0.25,HVAC,100000,1026.73344657341,1159.42,1026.6496336329878,30.08113291707382,1076.4395085543729,1095.344098153193,1142.2551679888522,82.9804914456272,64.07590184680703,0.9284293082354736,0.9447345208407592,0.9851953286892171,7.157069176452639,5.526547915924085,0,0.0,0.0,0.0,0.0,3e-05,0.9008438456358456,114.96362849288788,1044.4563715071122,0.0,0.04389067520491352,-50.88772664608085,50.887726646080864,0.0
