scenario,margin_case,distribution_model,dependency_model,rho,subsystem,simulations,deterministic_load_kw,capacity_kw,mean_load_kw,std_load_kw,p95_load_kw,p99_load_kw,max_load_kw,p95_spare_capacity_kw,p99_spare_capacity_kw,p95_load_to_capacity_ratio,p99_load_to_capacity_ratio,max_load_to_capacity_ratio,p95_capacity_margin_pct,p99_capacity_margin_pct,overload_count,overload_probability,overload_probability_pct,overload_probability_ci95_lower,overload_probability_ci95_upper,rule_of_three_upper_if_zero,independent_p99_load_to_capacity_ratio,independent_p99_spare_capacity_kw,independent_p99_load_kw,independent_overload_probability_pct,delta_p99_load_to_capacity_ratio,delta_p99_spare_capacity_kw,delta_p99_load_kw,delta_overload_probability_pct
Scenario Alpha,Case A - CUM,Triangular,Subsystem-block Gaussian copula,0.25,FW,100000,11172.36557800847,11734.66,11172.417293037834,12.61298855655625,11193.234732469326,11201.142784396152,11219.441145643112,541.4252675306743,533.517215603848,0.953861017913542,0.9545349234145815,0.9560942665269476,4.613898208645792,4.546507658541858,0,0.0,0.0,0.0,0.0,3e-05,0.9529209943150002,552.4561248515402,11182.20387514846,0.0,0.001613929099581246,-18.93890924769221,18.93890924769221,0.0
Scenario Alpha,Case A - CUM,Triangular,Subsystem-block Gaussian copula,0.25,HVAC,100000,1026.73344657341,1159.42,1026.7446514199644,3.8529374655648683,1033.0913253133747,1035.499242125265,1041.3666239551944,126.32867468662539,123.92075787473505,0.8910414908431583,0.8931183196126209,0.8981789377060896,10.895850915684168,10.688168038737906,0,0.0,0.0,0.0,0.0,3e-05,0.8879983593169145,129.85694224078293,1029.5630577592171,0.0,0.005119960295706383,-5.936184366047883,5.936184366047883,0.0
Scenario Alpha,Case A - CUM,Triangular,Subsystem-block Gaussian copula,0.5,CW,100000,3814.61147772621,4068.06,3814.6849551196096,17.245494062505106,3843.2750767152875,3853.3317254619365,3871.309908326284,224.78492328471248,214.7282745380635,0.9447439508550236,0.9472160502701378,0.9516354007380138,5.5256049144976345,5.278394972986226,0,0.0,0.0,0.0,0.0,3e-05,0.9401163637867194,243.6102251337984,3824.4497748662016,0.0,0.00709968648341841,-28.881950595734907,28.881950595734907,0.0
Scenario Alpha,Case A - CUM,Triangular,Subsystem-block Gaussian copula,0.5,FW,100000,11172.36557800847,11734.66,11172.439055401868,17.24549406250511,11201.029176997547,11211.085825744196,11229.064008608544,533.6308230024533,523.5741742558039,0.9545252420604897,0.9553822459060762,0.956914304173154,4.547475793951025,4.46177540939238,0,0.0,0.0,0.0,0.0,3e-05,0.9529209943150002,552.4561248515402,11182.20387514846,0.0,0.002461251591076019,-28.88195059573627,28.88195059573627,0.0
Scenario Alpha,Case A - CUM,Triangular,Subsystem-block Gaussian copula,0.5,HVAC,100000,1026.73344657341,1159.42,1026.7635351061929,5.3060331832401815,1035.5753907224303,1038.5382483436672,1043.2697355952516,123.84460927756982,120.88175165633288,0.8931839977940955,0.8957394631312787,0.8998203719059975,10.68160022059045,10.426053686872132,0,0.0,0.0,0.0,0.0,3e-05,0.8879983593169145,129.85694224078293,1029.5630577592171,0.0,0.007741103814364214,-8.975190584450047,8.975190584450047,0.0
Scenario Alpha,Case A - CUM,Triangular,Subsystem-block Gaussian copula,0.75,CW,100000,3814.61147772621,4068.06,3814.60923434496,21.108681077305352,3849.3516070267924,3860.9404745757292,3884.3737946553865,218.70839297320754,207.1195254242707,0.9462376678384272,0.9490864133212709,0.9548467315269161,5.376233216157273,5.09135866787291,0,0.0,0.0,0.0,0.0,3e-05,0.9401163637867194,243.6102251337984,3824.4497748662016,0.0,0.008970049534551494,-36.49069970952769,36.49069970952769,0.0
Scenario Alpha,Case A - CUM,Triangular,Subsystem-block Gaussian copula,0.75,FW,100000,11172.36557800847,11734.66,11172.36333462722,21.108681077305345,11207.105707309052,11218.694574857987,11242.127894937646,527.5542926909475,515.9654251420125,0.9550430696167637,0.9560306455285443,0.9580275777003889,4.495693038323628,4.396935447145571,0,0.0,0.0,0.0,0.0,3e-05,0.9529209943150002,552.4561248515402,11182.20387514846,0.0,0.003109651213544118,-36.49069970952769,36.49069970952769,0.0
Scenario Alpha,Case A - CUM,Triangular,Subsystem-block Gaussian copula,0.75,HVAC,100000,1026.73344657341,1159.42,1026.7195276325442,6.40833176938897,1037.3614943142331,1040.6483915898161,1044.7326132374726,122.05850568576693,118.77160841018394,0.8947245125271541,0.8975594621360818,0.9010821041878461,10.527548747284584,10.244053786391811,0,0.0,0.0,0.0,0.0,3e-05,0.8879983593169145,129.85694224078293,1029.5630577592171,0.0,0.009561102819167333,-11.085333830598984,11.085333830598984,0.0
Scenario Alpha,Case A - CUM,Truncated normal,Global Gaussian copula,0.25,CW,100000,3814.61147772621,4068.06,3814.678090930028,16.95793634946689,3842.7156741719336,3853.452066775225,3880.402492072652,225.3443258280663,214.60793322477502,0.9446064399669458,0.9472456322608872,0.9538705161852706,5.539356003305416,5.2754367739112755,0,0.0,0.0,0.0,0.0,3e-05,0.940309040908301,242.8264030425771,3825.233596957423,0.0,0.006936591352586174,-28.218469817802088,28.218469817802088,0.0
Scenario Alpha,Case A - CUM,Truncated normal,Global Gaussian copula,0.25,FW,100000,11172.36557800847,11734.66,11172.432191212287,16.95793634946689,11200.469774454192,11211.206167057484,11238.156592354911,534.1902255458081,523.4538329425159,0.954477571097432,0.9553925011084671,0.9576891526771898,4.552242890256795,4.460749889153293,0,0.0,0.0,0.0,0.0,3e-05,0.9529877897816964,551.6723027603184,11182.98769723968,0.0,0.00240471132677067,-28.218469817802543,28.218469817804362,0.0
Scenario Alpha,Case A - CUM,Truncated normal,Global Gaussian copula,0.25,HVAC,100000,1026.73344657341,1159.42,1026.7505869412996,4.192597861141705,1033.6702011703335,1036.2908847974709,1042.3076506192856,125.74979882966659,123.12911520252919,0.8915407713946054,0.8938011115880965,0.8989905734067771,10.845922860539456,10.619888841190352,0,0.0,0.0,0.0,0.0,3e-05,0.8882108652556163,129.61055860533338,1029.8094413946667,0.0,0.0055902463324801754,-6.481443402804189,6.481443402804189,0.0
Scenario Alpha,Case A - CUM,Truncated normal,Global Gaussian copula,0.5,CW,100000,3814.61147772621,4068.06,3814.6351885952586,23.545565465875573,3853.560312716003,3866.7299430707694,3886.3333480078304,214.499687283997,201.33005692923052,0.9472722409984128,0.9505095655105307,0.9553284238698128,5.272775900158725,4.949043448946931,0,0.0,0.0,0.0,0.0,3e-05,0.940309040908301,242.8264030425771,3825.233596957423,0.0,0.010200524602229644,-41.49634611334659,41.49634611334659,0.0
Scenario Alpha,Case A - CUM,Truncated normal,Global Gaussian copula,0.5,FW,100000,11172.36557800847,11734.66,11172.38928887752,23.545565465875576,11211.314412998261,11224.484043353028,11244.087448290089,523.3455870017387,510.1759566469718,0.95540172557179,0.9565240103550532,0.9581945662072944,4.459827442821,4.347598964494684,0,0.0,0.0,0.0,0.0,3e-05,0.9529877897816964,551.6723027603184,11182.98769723968,0.0,0.0035362205733567853,-41.49634611334659,41.49634611334841,0.0
Scenario Alpha,Case A - CUM,Truncated normal,Global Gaussian copula,0.5,HVAC,100000,1026.73344657341,1159.42,1026.7386635408802,5.761735170381495,1036.2730304300987,1039.4847530888835,1044.0726399522493,123.14696956990133,119.93524691111656,0.8937857121923881,0.8965558236781179,0.9005128770870343,10.621428780761184,10.344417632188211,0,0.0,0.0,0.0,0.0,3e-05,0.8882108652556163,129.61055860533338,1029.8094413946667,0.0,0.008344958422501603,-9.675311694216816,9.675311694216816,0.0
